# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Pmea_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Pmea_lncRNA_counts_matrix.txt" "RNA-POC-47.sorted.bam" "RNA-POC-48.sorted.bam" "RNA-POC-50.sorted.bam" "RNA-POC-53.sorted.bam" "RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-POC-47.sorted.bam	RNA-POC-48.sorted.bam	RNA-POC-50.sorted.bam	RNA-POC-53.sorted.bam	RNA-POC-57.sorted.bam
lncRNA_9000	Pocillopora_meandrina_HIv1___Sc0000022	5319615	5320671	+	1057	0	22	3	0	84
lncRNA_9001	Pocillopora_meandrina_HIv1___Sc0000022	5446991	5447568	+	578	1158	559	1616	444	840
lncRNA_9002	Pocillopora_meandrina_HIv1___Sc0000022	5854860	5856002	+	1143	0	0	0	40	0
lncRNA_9003	Pocillopora_meandrina_HIv1___Sc0000022	5977444	5984422	+	6979	111	200	212	204	110
lncRNA_9004	Pocillopora_meandrina_HIv1___Sc0000022	6013436	6018433	+	4998	227	131	174	466	104
lncRNA_9005	Pocillopora_meandrina_HIv1___Sc0000022	6092821	6093705	+	885	0	1	1	0	0
lncRNA_9006	Pocillopora_meandrina_HIv1___Sc0000022	6093208	6094000	+	793	12	0	0	0	2
lncRNA_9007	Pocillopora_meandrina_HIv1___Sc0000022	110146	110660	+	515	10	6	1	0	0
lncRNA_9008	Pocillopora_meandrina_HIv1___Sc0000022	130042	130409	+	368	4	15	0	1	17
lncRNA_9009	Pocillopora_meandrina_HIv1___Sc0000022	301769	302085	+	317	2	29	10	14	27
lncRNA_9010	Pocillopora_meandrina_HIv1___Sc0000022	305410	306065	+	656	0	2	3	72	0
lncRNA_9011	Pocillopora_meandrina_HIv1___Sc0000022	411810	412806	+	997	20	24	66	37	16
lncRNA_9012	Pocillopora_meandrina_HIv1___Sc0000022	435923	436583	+	661	4	33	68	12	0
lncRNA_9013	Pocillopora_meandrina_HIv1___Sc0000022	439291	439507	+	217	0	22	5	17	0
lncRNA_9014	Pocillopora_meandrina_HIv1___Sc0000022	471299	471790	+	492	12	42	4	14	0
lncRNA_9015	Pocillopora_meandrina_HIv1___Sc0000022	530022	530444	+	423	24	20	67	26	4
lncRNA_9016	Pocillopora_meandrina_HIv1___Sc0000022	538298	538777	+	480	0	32	41	16	0
lncRNA_9017	Pocillopora_meandrina_HIv1___Sc0000022	601691	601932	+	242	0	0	4	0	45
lncRNA_9018	Pocillopora_meandrina_HIv1___Sc0000022	641011	641258	+	248	30	28	17	6	8
lncRNA_9019	Pocillopora_meandrina_HIv1___Sc0000022	663262	663567	+	306	0	18	27	0	7
lncRNA_9020	Pocillopora_meandrina_HIv1___Sc0000022	663897	664124	+	228	0	19	43	0	0
lncRNA_9021	Pocillopora_meandrina_HIv1___Sc0000022	719233	721086	+	1854	40	2	17	41	0
lncRNA_9022	Pocillopora_meandrina_HIv1___Sc0000022	776297	776609	+	313	7	0	6	0	6
lncRNA_9023	Pocillopora_meandrina_HIv1___Sc0000022	778036	778275	+	240	0	6	1	0	0
lncRNA_9024	Pocillopora_meandrina_HIv1___Sc0000022	829775	830004	+	230	0	16	1	23	6
lncRNA_9025	Pocillopora_meandrina_HIv1___Sc0000022	830323	830629	+	307	10	5	0	0	7
lncRNA_9026	Pocillopora_meandrina_HIv1___Sc0000022	873411	873627	+	217	21	16	10	17	0
lncRNA_9027	Pocillopora_meandrina_HIv1___Sc0000022	933575	934267	+	693	0	34	75	54	0
lncRNA_9028	Pocillopora_meandrina_HIv1___Sc0000022	985777	986309	+	533	0	4	20	45	11
lncRNA_9029	Pocillopora_meandrina_HIv1___Sc0000022	1123532	1123959	+	428	0	51	121	42	4
lncRNA_9030	Pocillopora_meandrina_HIv1___Sc0000022	1144807	1145079	+	273	5	30	21	12	0
lncRNA_9031	Pocillopora_meandrina_HIv1___Sc0000022	1194921	1195143	+	223	0	0	3	3	30
lncRNA_9032	Pocillopora_meandrina_HIv1___Sc0000022	1412734	1413033	+	300	8	29	18	1	25
lncRNA_9033	Pocillopora_meandrina_HIv1___Sc0000022	1414590	1414902	+	313	36	25	18	5	12
lncRNA_9034	Pocillopora_meandrina_HIv1___Sc0000022	1428925	1429207	+	283	0	0	0	34	0
lncRNA_9035	Pocillopora_meandrina_HIv1___Sc0000022	1449669	1450569	+	901	73	34	61	53	23
lncRNA_9036	Pocillopora_meandrina_HIv1___Sc0000022	1452788	1453209	+	422	59	47	85	61	70
lncRNA_9037	Pocillopora_meandrina_HIv1___Sc0000022	1517016	1517602	+	587	18	24	48	16	30
lncRNA_9038	Pocillopora_meandrina_HIv1___Sc0000022	1537136	1537411	+	276	0	0	0	28	0
lncRNA_9039	Pocillopora_meandrina_HIv1___Sc0000022	1962389	1962729	+	341	24	4	6	22	0
lncRNA_9040	Pocillopora_meandrina_HIv1___Sc0000022	1963002	1963273	+	272	0	10	0	5	20
lncRNA_9041	Pocillopora_meandrina_HIv1___Sc0000022	2036479	2036688	+	210	0	24	0	0	0
lncRNA_9042	Pocillopora_meandrina_HIv1___Sc0000022	2054408	2055043	+	636	6	4	41	78	0
lncRNA_9043	Pocillopora_meandrina_HIv1___Sc0000022	2075931	2076523	+	593	0	57	136	19	0
lncRNA_9044	Pocillopora_meandrina_HIv1___Sc0000022	2119418	2119755	+	338	0	8	24	26	10
lncRNA_9045	Pocillopora_meandrina_HIv1___Sc0000022	2158646	2158901	+	256	12	0	42	24	0
lncRNA_9046	Pocillopora_meandrina_HIv1___Sc0000022	2188388	2188670	+	283	0	13	11	32	0
lncRNA_9047	Pocillopora_meandrina_HIv1___Sc0000022	2206853	2207215	+	363	0	2	8	27	2
lncRNA_9048	Pocillopora_meandrina_HIv1___Sc0000022	2218802	2219395	+	594	2	5	100	32	2
lncRNA_9049	Pocillopora_meandrina_HIv1___Sc0000022	2220919	2221399	+	481	0	3	10	38	0
lncRNA_9050	Pocillopora_meandrina_HIv1___Sc0000022	2229806	2230166	+	361	0	1	18	42	0
lncRNA_9051	Pocillopora_meandrina_HIv1___Sc0000022	2242030	2242329	+	300	0	12	4	24	0
lncRNA_9052	Pocillopora_meandrina_HIv1___Sc0000022	2252027	2253013	+	987	0	4	22	67	0
lncRNA_9053	Pocillopora_meandrina_HIv1___Sc0000022	2268963	2269179	+	217	8	14	17	29	0
lncRNA_9054	Pocillopora_meandrina_HIv1___Sc0000022	2277335	2277726	+	392	0	34	13	6	10
lncRNA_9055	Pocillopora_meandrina_HIv1___Sc0000022	2355518	2355780	+	263	0	0	0	0	4
lncRNA_9056	Pocillopora_meandrina_HIv1___Sc0000022	2369531	2369787	+	257	16	6	48	7	0
lncRNA_9057	Pocillopora_meandrina_HIv1___Sc0000022	2399983	2400377	+	395	1	8	65	52	3
lncRNA_9058	Pocillopora_meandrina_HIv1___Sc0000022	2421953	2422405	+	453	3	0	0	11	0
lncRNA_9059	Pocillopora_meandrina_HIv1___Sc0000022	2440845	2441162	+	318	15	85	124	32	0
lncRNA_9060	Pocillopora_meandrina_HIv1___Sc0000022	2486357	2486999	+	643	4	7	25	54	0
lncRNA_9061	Pocillopora_meandrina_HIv1___Sc0000022	2492632	2492966	+	335	1	11	60	32	0
lncRNA_9062	Pocillopora_meandrina_HIv1___Sc0000022	2514817	2515294	+	478	45	58	91	73	102
lncRNA_9063	Pocillopora_meandrina_HIv1___Sc0000022	2587516	2587722	+	207	0	0	3	46	0
lncRNA_9064	Pocillopora_meandrina_HIv1___Sc0000022	2592663	2593028	+	366	6	7	34	20	0
lncRNA_9065	Pocillopora_meandrina_HIv1___Sc0000022	2624111	2625009	+	899	1	61	258	42	0
lncRNA_9066	Pocillopora_meandrina_HIv1___Sc0000022	2625210	2625442	+	233	0	31	58	43	0
lncRNA_9067	Pocillopora_meandrina_HIv1___Sc0000022	2639562	2639861	+	300	0	4	2	38	0
lncRNA_9068	Pocillopora_meandrina_HIv1___Sc0000022	2640645	2640987	+	343	0	32	21	19	3
lncRNA_9069	Pocillopora_meandrina_HIv1___Sc0000022	2644933	2645737	+	805	1	24	83	86	3
lncRNA_9070	Pocillopora_meandrina_HIv1___Sc0000022	2646410	2646668	+	259	0	0	0	20	0
lncRNA_9071	Pocillopora_meandrina_HIv1___Sc0000022	2654188	2654842	+	655	0	21	40	80	0
lncRNA_9072	Pocillopora_meandrina_HIv1___Sc0000022	2667638	2667959	+	322	3	0	4	9	0
lncRNA_9073	Pocillopora_meandrina_HIv1___Sc0000022	2671383	2672062	+	680	0	3	15	97	0
lncRNA_9074	Pocillopora_meandrina_HIv1___Sc0000022	2717212	2717487	+	276	4	0	9	22	33
lncRNA_9075	Pocillopora_meandrina_HIv1___Sc0000022	2726608	2726841	+	234	0	2	22	3	0
lncRNA_9076	Pocillopora_meandrina_HIv1___Sc0000022	2754921	2755456	+	536	0	17	34	47	3
lncRNA_9077	Pocillopora_meandrina_HIv1___Sc0000022	2773240	2773592	+	353	5	26	67	6	0
lncRNA_9078	Pocillopora_meandrina_HIv1___Sc0000022	2781142	2781380	+	239	0	13	14	28	0
lncRNA_9079	Pocillopora_meandrina_HIv1___Sc0000022	2783716	2783951	+	236	2	23	43	34	0
lncRNA_9080	Pocillopora_meandrina_HIv1___Sc0000022	2785563	2787003	+	1441	110	75	26	291	20
lncRNA_9081	Pocillopora_meandrina_HIv1___Sc0000022	2788608	2788892	+	285	0	0	31	1	0
lncRNA_9082	Pocillopora_meandrina_HIv1___Sc0000022	2817864	2818085	+	222	0	7	15	0	0
lncRNA_9083	Pocillopora_meandrina_HIv1___Sc0000022	2861605	2861854	+	250	10	5	11	16	9
lncRNA_9084	Pocillopora_meandrina_HIv1___Sc0000022	2872251	2872865	+	615	2	12	31	15	27
lncRNA_9085	Pocillopora_meandrina_HIv1___Sc0000022	2895109	2895386	+	278	0	23	0	0	0
lncRNA_9086	Pocillopora_meandrina_HIv1___Sc0000022	2974486	2975000	+	515	0	0	0	2	48
lncRNA_9087	Pocillopora_meandrina_HIv1___Sc0000022	2989435	2989762	+	328	17	16	0	6	0
lncRNA_9088	Pocillopora_meandrina_HIv1___Sc0000022	3035436	3035815	+	380	15	2	56	17	1
lncRNA_9089	Pocillopora_meandrina_HIv1___Sc0000022	3173044	3174943	+	1900	18	77	146	78	0
lncRNA_9090	Pocillopora_meandrina_HIv1___Sc0000022	3227383	3227647	+	265	0	0	1	2	14
lncRNA_9091	Pocillopora_meandrina_HIv1___Sc0000022	3303880	3304360	+	481	28	0	1	24	0
lncRNA_9092	Pocillopora_meandrina_HIv1___Sc0000022	3572798	3573423	+	626	0	0	0	0	0
lncRNA_9093	Pocillopora_meandrina_HIv1___Sc0000022	3673510	3673844	+	335	0	4	23	0	0
lncRNA_9094	Pocillopora_meandrina_HIv1___Sc0000022	3702311	3702562	+	252	1	3	2	3	16
lncRNA_9095	Pocillopora_meandrina_HIv1___Sc0000022	3704283	3704657	+	375	0	7	22	33	0
lncRNA_9096	Pocillopora_meandrina_HIv1___Sc0000022	3723333	3723580	+	248	0	0	0	34	0
lncRNA_9097	Pocillopora_meandrina_HIv1___Sc0000022	3795034	3795673	+	640	0	0	2	76	1
lncRNA_9098	Pocillopora_meandrina_HIv1___Sc0000022	3840943	3841197	+	255	0	0	0	20	0
lncRNA_9099	Pocillopora_meandrina_HIv1___Sc0000022	3851063	3851387	+	325	0	37	19	51	0
lncRNA_9100	Pocillopora_meandrina_HIv1___Sc0000022	3852576	3853286	+	711	2	0	22	167	0
lncRNA_9101	Pocillopora_meandrina_HIv1___Sc0000022	3906119	3906351	+	233	24	3	8	59	2
lncRNA_9102	Pocillopora_meandrina_HIv1___Sc0000022	3907332	3907612	+	281	59	4	0	8	8
lncRNA_9103	Pocillopora_meandrina_HIv1___Sc0000022	3913173	3913495	+	323	2	8	0	20	4
lncRNA_9104	Pocillopora_meandrina_HIv1___Sc0000022	3921681	3921884	+	204	1	0	0	0	31
lncRNA_9105	Pocillopora_meandrina_HIv1___Sc0000022	3934326	3934753	+	428	16	11	2	0	6
lncRNA_9106	Pocillopora_meandrina_HIv1___Sc0000022	3972892	3974125	+	1234	4	36	23	205	0
lncRNA_9107	Pocillopora_meandrina_HIv1___Sc0000022	3982612	3982869	+	258	0	0	15	2	16
lncRNA_9108	Pocillopora_meandrina_HIv1___Sc0000022	4012211	4012449	+	239	0	0	3	28	0
lncRNA_9109	Pocillopora_meandrina_HIv1___Sc0000022	4048976	4049796	+	821	0	0	24	2	0
lncRNA_9110	Pocillopora_meandrina_HIv1___Sc0000022	4062229	4062486	+	258	0	0	2	16	0
lncRNA_9111	Pocillopora_meandrina_HIv1___Sc0000022	4064635	4064911	+	277	0	16	12	5	0
lncRNA_9112	Pocillopora_meandrina_HIv1___Sc0000022	4086124	4086333	+	210	0	17	20	5	0
lncRNA_9113	Pocillopora_meandrina_HIv1___Sc0000022	4121299	4121727	+	429	0	9	45	7	4
lncRNA_9114	Pocillopora_meandrina_HIv1___Sc0000022	4148302	4148611	+	310	0	7	10	28	0
lncRNA_9115	Pocillopora_meandrina_HIv1___Sc0000022	4151185	4151386	+	202	0	0	32	0	0
lncRNA_9116	Pocillopora_meandrina_HIv1___Sc0000022	4151756	4152010	+	255	7	5	33	20	0
lncRNA_9117	Pocillopora_meandrina_HIv1___Sc0000022	4169111	4169316	+	206	0	7	1	21	0
lncRNA_9118	Pocillopora_meandrina_HIv1___Sc0000022	4170697	4170937	+	241	0	3	19	4	0
lncRNA_9119	Pocillopora_meandrina_HIv1___Sc0000022	4196404	4196682	+	279	0	3	0	21	0
lncRNA_9120	Pocillopora_meandrina_HIv1___Sc0000022	4224851	4225606	+	756	0	4	9	63	0
lncRNA_9121	Pocillopora_meandrina_HIv1___Sc0000022	4274440	4274767	+	328	8	0	0	21	0
lncRNA_9122	Pocillopora_meandrina_HIv1___Sc0000022	4318303	4318588	+	286	0	1	12	0	24
lncRNA_9123	Pocillopora_meandrina_HIv1___Sc0000022	4344202	4344406	+	205	0	13	2	0	22
lncRNA_9124	Pocillopora_meandrina_HIv1___Sc0000022	4403481	4403906	+	426	0	36	17	17	0
lncRNA_9125	Pocillopora_meandrina_HIv1___Sc0000022	4410490	4410878	+	389	2	0	5	39	14
lncRNA_9126	Pocillopora_meandrina_HIv1___Sc0000022	4434005	4434496	+	492	0	8	4	44	6
lncRNA_9127	Pocillopora_meandrina_HIv1___Sc0000022	4461345	4461635	+	291	0	20	43	53	0
lncRNA_9128	Pocillopora_meandrina_HIv1___Sc0000022	4471295	4471512	+	218	0	16	3	8	0
lncRNA_9129	Pocillopora_meandrina_HIv1___Sc0000022	4606371	4606761	+	391	8	74	82	30	2
lncRNA_9130	Pocillopora_meandrina_HIv1___Sc0000022	4626821	4627113	+	293	0	0	0	0	0
lncRNA_9131	Pocillopora_meandrina_HIv1___Sc0000022	4809094	4809296	+	203	0	16	4	38	0
lncRNA_9132	Pocillopora_meandrina_HIv1___Sc0000022	4849729	4849949	+	221	0	0	22	0	0
lncRNA_9133	Pocillopora_meandrina_HIv1___Sc0000022	4870788	4871032	+	245	0	20	14	0	0
lncRNA_9134	Pocillopora_meandrina_HIv1___Sc0000022	4907084	4907293	+	210	17	7	14	23	3
lncRNA_9135	Pocillopora_meandrina_HIv1___Sc0000022	4919620	4920061	+	442	0	30	25	33	1
lncRNA_9136	Pocillopora_meandrina_HIv1___Sc0000022	5067768	5067979	+	212	8	1	0	0	21
lncRNA_9137	Pocillopora_meandrina_HIv1___Sc0000022	5275532	5276307	+	776	0	25	70	26	8
lncRNA_9138	Pocillopora_meandrina_HIv1___Sc0000022	5277810	5278085	+	276	0	20	0	24	0
lncRNA_9139	Pocillopora_meandrina_HIv1___Sc0000022	5329384	5329737	+	354	14	2	30	0	12
lncRNA_9140	Pocillopora_meandrina_HIv1___Sc0000022	5334938	5335770	+	833	0	27	50	79	0
lncRNA_9141	Pocillopora_meandrina_HIv1___Sc0000022	5730201	5730434	+	234	1	20	27	13	0
lncRNA_9142	Pocillopora_meandrina_HIv1___Sc0000022	5885404	5885721	+	318	0	10	26	4	0
lncRNA_9143	Pocillopora_meandrina_HIv1___Sc0000022	5971748	5972044	+	297	23	1	7	5	0
lncRNA_9144	Pocillopora_meandrina_HIv1___Sc0000022	5975494	5975755	+	262	0	24	31	3	0
lncRNA_9145	Pocillopora_meandrina_HIv1___Sc0000023	416293	418167	+	1875	112	121	252	248	106
lncRNA_9146	Pocillopora_meandrina_HIv1___Sc0000023	680902	689146	+	8245	409	135	412	1170	594
lncRNA_9147	Pocillopora_meandrina_HIv1___Sc0000023	933467	938711	+	5245	280	764	7	957	317
lncRNA_9148	Pocillopora_meandrina_HIv1___Sc0000023	1065302	1066600	+	1299	11	11	69	63	66
lncRNA_9149	Pocillopora_meandrina_HIv1___Sc0000023	1088178	1090396	+	2219	148	85	0	5	22
lncRNA_9150	Pocillopora_meandrina_HIv1___Sc0000023	1108527	1109863	+	1337	0	0	0	0	0
lncRNA_9151	Pocillopora_meandrina_HIv1___Sc0000023	1108791	1109863	+	1073	0	0	0	0	0
lncRNA_9152	Pocillopora_meandrina_HIv1___Sc0000023	1431650	1432508	+	859	318	267	322	204	323
lncRNA_9153	Pocillopora_meandrina_HIv1___Sc0000023	1618885	1619215	+	331	85	12	64	150	93
lncRNA_9154	Pocillopora_meandrina_HIv1___Sc0000023	1839654	1841088	+	1435	199	142	85	187	143
lncRNA_9155	Pocillopora_meandrina_HIv1___Sc0000023	1907682	1915702	+	8021	14	24	12	11	18
lncRNA_9156	Pocillopora_meandrina_HIv1___Sc0000023	2102810	2104727	+	1918	0	0	0	0	0
lncRNA_9157	Pocillopora_meandrina_HIv1___Sc0000023	2102886	2104727	+	1842	0	0	0	0	0
lncRNA_9158	Pocillopora_meandrina_HIv1___Sc0000023	2105717	2107748	+	2032	4	50	2	88	1
lncRNA_9159	Pocillopora_meandrina_HIv1___Sc0000023	2446843	2447275	+	433	0	21	22	48	0
lncRNA_9160	Pocillopora_meandrina_HIv1___Sc0000023	2931838	2932185	+	348	0	12	34	31	0
lncRNA_9161	Pocillopora_meandrina_HIv1___Sc0000023	3108752	3109329	+	578	55	3	54	2	24
lncRNA_9162	Pocillopora_meandrina_HIv1___Sc0000023	3220290	3235114	+	14825	0	0	0	0	0
lncRNA_9163	Pocillopora_meandrina_HIv1___Sc0000023	3358072	3363343	+	5272	21	64	199	69	65
lncRNA_9164	Pocillopora_meandrina_HIv1___Sc0000023	3383737	3388657	+	4921	48	7	143	29	92
lncRNA_9165	Pocillopora_meandrina_HIv1___Sc0000023	3935151	3935701	+	551	51	62	73	98	29
lncRNA_9166	Pocillopora_meandrina_HIv1___Sc0000023	3946752	3948824	+	2073	149	60	95	170	68
lncRNA_9167	Pocillopora_meandrina_HIv1___Sc0000023	4011503	4012467	+	965	0	1	89	0	25
lncRNA_9168	Pocillopora_meandrina_HIv1___Sc0000023	4202215	4202688	+	474	4	18	147	4	15
lncRNA_9169	Pocillopora_meandrina_HIv1___Sc0000023	4004281	4007173	+	2893	21	0	37	0	0
lncRNA_9170	Pocillopora_meandrina_HIv1___Sc0000023	4005692	4007173	+	1482	0	0	0	0	0
lncRNA_9171	Pocillopora_meandrina_HIv1___Sc0000023	4009524	4011039	+	1516	14	0	99	0	17
lncRNA_9172	Pocillopora_meandrina_HIv1___Sc0000023	4042865	4044498	+	1634	51	92	29	68	39
lncRNA_9173	Pocillopora_meandrina_HIv1___Sc0000023	4063714	4075575	+	11862	167	6	30	154	155
lncRNA_9174	Pocillopora_meandrina_HIv1___Sc0000023	4178276	4183482	+	5207	1	0	0	0	0
lncRNA_9175	Pocillopora_meandrina_HIv1___Sc0000023	4178505	4183482	+	4978	0	0	0	0	0
lncRNA_9176	Pocillopora_meandrina_HIv1___Sc0000023	4233095	4233327	+	233	0	4	0	4	18
lncRNA_9177	Pocillopora_meandrina_HIv1___Sc0000023	4264892	4266203	+	1312	4	89	51	0	0
lncRNA_9178	Pocillopora_meandrina_HIv1___Sc0000023	4471294	4471660	+	367	15	0	1	8	0
lncRNA_9179	Pocillopora_meandrina_HIv1___Sc0000023	4482258	4482459	+	202	3	0	17	0	0
lncRNA_9180	Pocillopora_meandrina_HIv1___Sc0000023	4750296	4750522	+	227	20	5	37	3	22
lncRNA_9181	Pocillopora_meandrina_HIv1___Sc0000023	4818348	4819680	+	1333	6	45	28	37	0
lncRNA_9182	Pocillopora_meandrina_HIv1___Sc0000023	5272562	5277359	+	4798	60	65	180	102	82
lncRNA_9183	Pocillopora_meandrina_HIv1___Sc0000023	5567874	5568277	+	404	0	12	38	40	0
lncRNA_9184	Pocillopora_meandrina_HIv1___Sc0000023	5713738	5715846	+	2109	0	0	0	0	0
lncRNA_9185	Pocillopora_meandrina_HIv1___Sc0000023	5713769	5716199	+	2431	0	0	0	0	0
lncRNA_9186	Pocillopora_meandrina_HIv1___Sc0000023	138923	140800	+	1878	437	153	126	302	44
lncRNA_9187	Pocillopora_meandrina_HIv1___Sc0000023	316414	319283	+	2870	29	102	89	36	32
lncRNA_9188	Pocillopora_meandrina_HIv1___Sc0000023	391731	394783	+	3053	151	76	258	180	34
lncRNA_9189	Pocillopora_meandrina_HIv1___Sc0000023	623773	624184	+	412	0	17	138	238	477
lncRNA_9190	Pocillopora_meandrina_HIv1___Sc0000023	741385	741882	+	498	690	1088	364	2871	1151
lncRNA_9191	Pocillopora_meandrina_HIv1___Sc0000023	1165292	1166155	+	864	0	2	0	73	0
lncRNA_9192	Pocillopora_meandrina_HIv1___Sc0000023	1227480	1230623	+	3144	47	10	1610	126	0
lncRNA_9193	Pocillopora_meandrina_HIv1___Sc0000023	1628053	1630636	+	2584	54	59	110	726	95
lncRNA_9194	Pocillopora_meandrina_HIv1___Sc0000023	1844535	1849118	+	4584	91	113	64	56	163
lncRNA_9195	Pocillopora_meandrina_HIv1___Sc0000023	1889512	1890403	+	892	0	10	0	3	61
lncRNA_9196	Pocillopora_meandrina_HIv1___Sc0000023	1914712	1916324	+	1613	3	5	0	3	7
lncRNA_9197	Pocillopora_meandrina_HIv1___Sc0000023	2019314	2020060	+	747	27	23	0	10	14
lncRNA_9198	Pocillopora_meandrina_HIv1___Sc0000023	2033250	2034056	+	807	0	0	3	1	29
lncRNA_9199	Pocillopora_meandrina_HIv1___Sc0000023	2191773	2192598	+	826	0	0	0	0	0
lncRNA_9200	Pocillopora_meandrina_HIv1___Sc0000023	2191778	2192598	+	821	0	0	0	0	0
lncRNA_9201	Pocillopora_meandrina_HIv1___Sc0000023	2377479	2409175	+	31697	113	325	147	179	248
lncRNA_9202	Pocillopora_meandrina_HIv1___Sc0000023	2357111	2359456	+	2346	5	85	26	58	50
lncRNA_9203	Pocillopora_meandrina_HIv1___Sc0000023	2445625	2446812	+	1188	9	0	0	0	44
lncRNA_9204	Pocillopora_meandrina_HIv1___Sc0000023	2469667	2481019	+	11353	0	0	25	3	0
lncRNA_9205	Pocillopora_meandrina_HIv1___Sc0000023	2470292	2482001	+	11710	0	0	6	0	0
lncRNA_9206	Pocillopora_meandrina_HIv1___Sc0000023	2626782	2629016	+	2235	33	25	10	7	0
lncRNA_9207	Pocillopora_meandrina_HIv1___Sc0000023	2657397	2657605	+	209	2	0	18	10	30
lncRNA_9208	Pocillopora_meandrina_HIv1___Sc0000023	2733065	2751022	+	17958	157	66	583	101	393
lncRNA_9209	Pocillopora_meandrina_HIv1___Sc0000023	2847819	2848794	+	976	0	7	465	9	93
lncRNA_9210	Pocillopora_meandrina_HIv1___Sc0000023	2850181	2851051	+	871	1	0	10	0	2
lncRNA_9211	Pocillopora_meandrina_HIv1___Sc0000023	2850328	2850699	+	372	0	0	0	0	0
lncRNA_9212	Pocillopora_meandrina_HIv1___Sc0000023	3220492	3235114	+	14623	0	0	0	0	0
lncRNA_9213	Pocillopora_meandrina_HIv1___Sc0000023	3221176	3236425	+	15250	0	2	20	1	1
lncRNA_9214	Pocillopora_meandrina_HIv1___Sc0000023	3221180	3221705	+	526	0	0	0	0	0
lncRNA_9215	Pocillopora_meandrina_HIv1___Sc0000023	3235669	3236425	+	757	0	0	0	0	0
lncRNA_9216	Pocillopora_meandrina_HIv1___Sc0000023	3315916	3316167	+	252	0	2	3	26	0
lncRNA_9217	Pocillopora_meandrina_HIv1___Sc0000023	3322394	3322978	+	585	0	0	35	0	0
lncRNA_9218	Pocillopora_meandrina_HIv1___Sc0000023	3394347	3398212	+	3866	0	0	0	0	0
lncRNA_9219	Pocillopora_meandrina_HIv1___Sc0000023	3394471	3398212	+	3742	0	0	0	0	0
lncRNA_9220	Pocillopora_meandrina_HIv1___Sc0000023	3467084	3467546	+	463	6	31	91	4	39
lncRNA_9221	Pocillopora_meandrina_HIv1___Sc0000023	3470747	3473629	+	2883	0	0	0	0	0
lncRNA_9222	Pocillopora_meandrina_HIv1___Sc0000023	3470747	3473629	+	2883	0	0	0	0	0
lncRNA_9223	Pocillopora_meandrina_HIv1___Sc0000023	3471105	3473254	+	2150	0	0	0	0	0
lncRNA_9224	Pocillopora_meandrina_HIv1___Sc0000023	3610494	3610716	+	223	0	0	0	0	0
lncRNA_9225	Pocillopora_meandrina_HIv1___Sc0000023	3725400	3726145	+	746	8	0	77	1	0
lncRNA_9226	Pocillopora_meandrina_HIv1___Sc0000023	3726474	3764027	+	37554	246	146	750	286	248
lncRNA_9227	Pocillopora_meandrina_HIv1___Sc0000023	3937066	3938028	+	963	100	498	330	210	311
lncRNA_9228	Pocillopora_meandrina_HIv1___Sc0000023	3938125	3939855	+	1731	31	221	71	66	45
lncRNA_9229	Pocillopora_meandrina_HIv1___Sc0000023	4021891	4022740	+	850	5	8	21	3	6
lncRNA_9230	Pocillopora_meandrina_HIv1___Sc0000023	4038908	4041947	+	3040	80	38	58	82	58
lncRNA_9231	Pocillopora_meandrina_HIv1___Sc0000023	4261246	4261977	+	732	0	21	21	0	0
lncRNA_9232	Pocillopora_meandrina_HIv1___Sc0000023	4804506	4809368	+	4863	6	320	48	226	38
lncRNA_9233	Pocillopora_meandrina_HIv1___Sc0000023	5041693	5042176	+	484	171	344	281	457	425
lncRNA_9234	Pocillopora_meandrina_HIv1___Sc0000023	5060895	5063875	+	2981	0	3	5	0	0
lncRNA_9235	Pocillopora_meandrina_HIv1___Sc0000023	5061048	5063875	+	2828	0	0	0	0	0
lncRNA_9236	Pocillopora_meandrina_HIv1___Sc0000023	5387295	5387938	+	644	22	12	25	60	7
lncRNA_9237	Pocillopora_meandrina_HIv1___Sc0000023	5715514	5716986	+	1473	33	6	321	35	36
lncRNA_9238	Pocillopora_meandrina_HIv1___Sc0000023	5755870	5756419	+	550	40	14	33	10	8
lncRNA_9239	Pocillopora_meandrina_HIv1___Sc0000023	107879	108247	+	369	26	31	26	20	48
lncRNA_9240	Pocillopora_meandrina_HIv1___Sc0000023	321530	321844	+	315	0	26	19	48	0
lncRNA_9241	Pocillopora_meandrina_HIv1___Sc0000023	363103	363409	+	307	0	26	0	0	0
lncRNA_9242	Pocillopora_meandrina_HIv1___Sc0000023	396470	396995	+	526	49	1	4	4	0
lncRNA_9243	Pocillopora_meandrina_HIv1___Sc0000023	397424	397699	+	276	10	12	29	33	0
lncRNA_9244	Pocillopora_meandrina_HIv1___Sc0000023	398643	398854	+	212	22	0	7	2	0
lncRNA_9245	Pocillopora_meandrina_HIv1___Sc0000023	399295	399605	+	311	11	0	28	5	2
lncRNA_9246	Pocillopora_meandrina_HIv1___Sc0000023	400993	401266	+	274	4	5	26	2	12
lncRNA_9247	Pocillopora_meandrina_HIv1___Sc0000023	551011	551228	+	218	0	0	35	12	0
lncRNA_9248	Pocillopora_meandrina_HIv1___Sc0000023	599888	600604	+	717	12	20	58	8	0
