Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000039:44068-44495	Cluster_6584	N	24	7	29	15	14
Pocillopora_meandrina_HIv1___Sc0000039:58776-59316	Cluster_6585	N	721	916	1086	196	778
Pocillopora_meandrina_HIv1___Sc0000039:85340-85766	Cluster_6586	N	37	19	18	16	7
Pocillopora_meandrina_HIv1___Sc0000039:324852-325278	Cluster_6587	N	59	24	0	29	46
Pocillopora_meandrina_HIv1___Sc0000039:326234-326787	Cluster_6588	N	42	4	115	59	93
Pocillopora_meandrina_HIv1___Sc0000039:478396-478863	Cluster_6589	N	285	248	256	460	68
Pocillopora_meandrina_HIv1___Sc0000039:478923-479395	Cluster_6590	N	241	13	127	98	91
Pocillopora_meandrina_HIv1___Sc0000039:561562-562243	Cluster_6591	N	313	51	101	140	32
Pocillopora_meandrina_HIv1___Sc0000039:562254-563012	Cluster_6592	N	25497	8989	15048	29122	608
Pocillopora_meandrina_HIv1___Sc0000039:563165-563756	Cluster_6593	N	1911	602	2706	2598	32
Pocillopora_meandrina_HIv1___Sc0000039:564553-564984	Cluster_6594	N	104	21	80	282	13
Pocillopora_meandrina_HIv1___Sc0000039:565000-565536	Cluster_6595	N	277	19	69	76	14
Pocillopora_meandrina_HIv1___Sc0000039:565544-565971	Cluster_6596	N	123	42	56	111	9
Pocillopora_meandrina_HIv1___Sc0000039:565978-567972	Cluster_6597	N	2795	616	1675	1915	679
Pocillopora_meandrina_HIv1___Sc0000039:1069808-1071849	Cluster_6598	N	3128	1092	731	12	587
Pocillopora_meandrina_HIv1___Sc0000039:1079123-1079540	Cluster_6599	N	17	39	28	40	0
Pocillopora_meandrina_HIv1___Sc0000039:1084366-1084788	Cluster_6600	N	47	0	61	23	22
Pocillopora_meandrina_HIv1___Sc0000039:1115575-1116055	Cluster_6601	N	61	47	61	14	58
Pocillopora_meandrina_HIv1___Sc0000039:1431207-1431924	Cluster_6602	N	393	670	340	456	808
Pocillopora_meandrina_HIv1___Sc0000039:1582816-1583244	Cluster_6603	N	0	0	95	0	0
Pocillopora_meandrina_HIv1___Sc0000039:1662139-1662566	Cluster_6604	N	26	4	15	55	7
Pocillopora_meandrina_HIv1___Sc0000039:1812903-1813329	Cluster_6605	N	2	0	0	213	1
Pocillopora_meandrina_HIv1___Sc0000039:2015662-2016196	Cluster_6606	N	103	130	84	138	231
Pocillopora_meandrina_HIv1___Sc0000039:2019639-2020189	Cluster_6607	N	354	549	229	572	1972
Pocillopora_meandrina_HIv1___Sc0000039:2075617-2076041	Cluster_6608	N	16	43	24	61	119
Pocillopora_meandrina_HIv1___Sc0000039:2076937-2077481	Cluster_6609	N	353	501	422	1046	1801
Pocillopora_meandrina_HIv1___Sc0000039:2187027-2187479	Cluster_6610	N	109	98	98	100	37
Pocillopora_meandrina_HIv1___Sc0000039:2282094-2282550	Cluster_6611	N	551	469	1193	487	3
Pocillopora_meandrina_HIv1___Sc0000039:2285405-2285833	Cluster_6612	N	5	20	19	66	5
Pocillopora_meandrina_HIv1___Sc0000039:2337808-2338365	Cluster_6613	N	67	45	399	71	33
Pocillopora_meandrina_HIv1___Sc0000039:2383393-2383821	Cluster_6614	N	2	1	1301	287	2
Pocillopora_meandrina_HIv1___Sc0000039:2398032-2398673	Cluster_6615	N	364	374	94	29	304
Pocillopora_meandrina_HIv1___Sc0000039:2401638-2402039	Cluster_6616	N	14	28	34	0	24
Pocillopora_meandrina_HIv1___Sc0000039:2419810-2420247	Cluster_6617	N	482	57	1074	96	222
Pocillopora_meandrina_HIv1___Sc0000039:2434444-2434872	Cluster_6618	N	2	0	106	0	181
Pocillopora_meandrina_HIv1___Sc0000039:2437887-2438315	Cluster_6619	N	11	21	15	69	8
Pocillopora_meandrina_HIv1___Sc0000039:2460549-2460958	Cluster_6620	N	25	57	4	3	0
Pocillopora_meandrina_HIv1___Sc0000039:2462945-2463371	Cluster_6621	N	7	12	88	37	22
Pocillopora_meandrina_HIv1___Sc0000039:2491389-2491817	Cluster_6622	N	41	228	134	32	1
Pocillopora_meandrina_HIv1___Sc0000039:2492123-2492546	Cluster_6623	N	28	45	66	10	0
Pocillopora_meandrina_HIv1___Sc0000039:2494721-2495151	Cluster_6624	N	57	253	301	30	89
Pocillopora_meandrina_HIv1___Sc0000040:241239-241665	Cluster_6625	N	2	28	2	0	136
Pocillopora_meandrina_HIv1___Sc0000040:294499-295072	Cluster_6626	N	62	372	929	1348	684
Pocillopora_meandrina_HIv1___Sc0000040:302281-302701	Cluster_6627	N	8	56	27	0	0
Pocillopora_meandrina_HIv1___Sc0000040:320126-320708	Cluster_6628	N	818	164	425	0	1
Pocillopora_meandrina_HIv1___Sc0000040:321042-321471	Cluster_6629	N	19	4	210	1	66
Pocillopora_meandrina_HIv1___Sc0000040:520422-520849	Cluster_6630	N	0	0	86	0	0
Pocillopora_meandrina_HIv1___Sc0000040:563526-564122	Cluster_6631	N	1310	545	1534	1204	1165
Pocillopora_meandrina_HIv1___Sc0000040:732452-732880	Cluster_6632	N	52	0	0	27	0
Pocillopora_meandrina_HIv1___Sc0000040:786458-786886	Cluster_6633	N	53	118	89	0	171
Pocillopora_meandrina_HIv1___Sc0000040:909113-909543	Cluster_6634	N	0	2	0	841	0
Pocillopora_meandrina_HIv1___Sc0000040:936689-937118	Cluster_6635	N	74	19	17	82	19
Pocillopora_meandrina_HIv1___Sc0000040:956366-956777	Cluster_6636	N	39	30	67	44	60
Pocillopora_meandrina_HIv1___Sc0000040:957810-958239	Cluster_6637	N	2	17	5	150	1
Pocillopora_meandrina_HIv1___Sc0000040:1037091-1037596	Cluster_6638	N	433	5	191	2	137
Pocillopora_meandrina_HIv1___Sc0000040:1102506-1102935	Cluster_6639	N	105	17	11	90	42
Pocillopora_meandrina_HIv1___Sc0000040:1137367-1138124	Cluster_6640	N	2	2	264	11	0
Pocillopora_meandrina_HIv1___Sc0000040:1139158-1139587	Cluster_6641	N	4	0	246	17	2
Pocillopora_meandrina_HIv1___Sc0000040:1156822-1157627	Cluster_6642	N	4	209	83	106	4
Pocillopora_meandrina_HIv1___Sc0000040:1158929-1159356	Cluster_6643	N	0	39	0	122	2
Pocillopora_meandrina_HIv1___Sc0000040:1159389-1159954	Cluster_6644	N	0	196	0	980	2
Pocillopora_meandrina_HIv1___Sc0000040:1189843-1190377	Cluster_6645	N	103	30	356	27	1
Pocillopora_meandrina_HIv1___Sc0000040:1191425-1191854	Cluster_6646	N	8	4	251	15	2
Pocillopora_meandrina_HIv1___Sc0000040:1210222-1211396	Cluster_6647	N	207	73	155	435	37
Pocillopora_meandrina_HIv1___Sc0000040:1211609-1212113	Cluster_6648	N	92	21	78	311	24
Pocillopora_meandrina_HIv1___Sc0000040:1212129-1213100	Cluster_6649	N	222	84	145	206	26
Pocillopora_meandrina_HIv1___Sc0000040:1213107-1215104	Cluster_6650	N	995	506	1222	1085	470
Pocillopora_meandrina_HIv1___Sc0000040:1221387-1221814	Cluster_6651	N	0	4	234	28	0
Pocillopora_meandrina_HIv1___Sc0000040:1222588-1223017	Cluster_6652	N	17	14	756	7	15
Pocillopora_meandrina_HIv1___Sc0000040:1223568-1223997	Cluster_6653	N	4	0	237	8	1
Pocillopora_meandrina_HIv1___Sc0000040:1315909-1316345	Cluster_6654	N	78	23	58	82	16
Pocillopora_meandrina_HIv1___Sc0000040:1339765-1341072	Cluster_6655	N	3193	318	2642	3306	617
Pocillopora_meandrina_HIv1___Sc0000040:1459335-1460463	Cluster_6656	N	1706	506	1393	983	132
Pocillopora_meandrina_HIv1___Sc0000040:1491678-1492232	Cluster_6657	N	4	415	26	0	27
Pocillopora_meandrina_HIv1___Sc0000040:1738924-1739371	Cluster_6658	N	7	0	2	3657	499
Pocillopora_meandrina_HIv1___Sc0000040:1782051-1782472	Cluster_6659	N	151	1	0	3	4
Pocillopora_meandrina_HIv1___Sc0000040:1866697-1867124	Cluster_6660	N	47	45	19	10	11
Pocillopora_meandrina_HIv1___Sc0000040:1873852-1874282	Cluster_6661	N	46	12	15	40	119
Pocillopora_meandrina_HIv1___Sc0000040:1895511-1896019	Cluster_6662	N	133	87	1	21	3
Pocillopora_meandrina_HIv1___Sc0000040:1928526-1928955	Cluster_6663	N	51	120	5	29	45
Pocillopora_meandrina_HIv1___Sc0000040:1934663-1935065	Cluster_6664	N	33	59	23	50	0
Pocillopora_meandrina_HIv1___Sc0000040:1966896-1968377	Cluster_6665	N	155	549	19	1608	675
Pocillopora_meandrina_HIv1___Sc0000040:1968942-1969368	Cluster_6666	N	45	18	67	37	7
Pocillopora_meandrina_HIv1___Sc0000040:1969503-1970721	Cluster_6667	N	539	488	766	1013	327
Pocillopora_meandrina_HIv1___Sc0000040:2227580-2228008	Cluster_6668	N	404	15	346	244	42
Pocillopora_meandrina_HIv1___Sc0000040:2234514-2234936	Cluster_6669	N	74	52	25	58	28
Pocillopora_meandrina_HIv1___Sc0000040:2282624-2283051	Cluster_6670	N	0	0	252	0	0
Pocillopora_meandrina_HIv1___Sc0000040:2323975-2324437	Cluster_6671	N	1	2	3	709	0
Pocillopora_meandrina_HIv1___Sc0000040:2425460-2426225	Cluster_6672	N	262	3190	38	139	135
Pocillopora_meandrina_HIv1___Sc0000041:179304-180092	Cluster_6673	N	2	95	196	187	100
Pocillopora_meandrina_HIv1___Sc0000041:251235-251701	Cluster_6674	N	34	187	97	24	1
Pocillopora_meandrina_HIv1___Sc0000041:396145-396575	Cluster_6675	N	133	325	708	1292	374
Pocillopora_meandrina_HIv1___Sc0000041:433194-433603	Cluster_6676	N	0	1	0	85	0
Pocillopora_meandrina_HIv1___Sc0000041:725433-725860	Cluster_6677	N	0	0	0	79	1
Pocillopora_meandrina_HIv1___Sc0000041:1104897-1105324	Cluster_6678	N	0	3	93	137	1
Pocillopora_meandrina_HIv1___Sc0000041:1107410-1107837	Cluster_6679	N	0	26	0	116	1
Pocillopora_meandrina_HIv1___Sc0000041:1145307-1145724	Cluster_6680	N	21	31	24	5	26
Pocillopora_meandrina_HIv1___Sc0000041:1287240-1287657	Cluster_6681	N	184	27	40	67	22
Pocillopora_meandrina_HIv1___Sc0000041:1434800-1435210	Cluster_6682	N	9	73	11	34	50
Pocillopora_meandrina_HIv1___Sc0000041:1438370-1439141	Cluster_6683	N	1985	972	1850	1715	322
Pocillopora_meandrina_HIv1___Sc0000041:1439158-1442538	Cluster_6684	N	2099	1830	3104	2196	503
Pocillopora_meandrina_HIv1___Sc0000041:1507467-1507896	Cluster_6685	N	23	0	0	146	1
Pocillopora_meandrina_HIv1___Sc0000041:1508695-1509914	Cluster_6686	N	1213	2021	5090	7841	355
Pocillopora_meandrina_HIv1___Sc0000041:1551017-1551434	Cluster_6687	N	2	13	0	65	15
Pocillopora_meandrina_HIv1___Sc0000041:1579105-1579671	Cluster_6688	N	524	352	611	913	3
Pocillopora_meandrina_HIv1___Sc0000041:1754604-1755022	Cluster_6689	N	7	11	1	47	3
Pocillopora_meandrina_HIv1___Sc0000041:2102529-2103805	Cluster_6690	N	521	163	212	359	80
Pocillopora_meandrina_HIv1___Sc0000041:2104670-2105097	Cluster_6691	N	75	14	28	7	12
Pocillopora_meandrina_HIv1___Sc0000041:2105181-2105607	Cluster_6692	N	153	71	49	31	32
Pocillopora_meandrina_HIv1___Sc0000041:2105760-2106406	Cluster_6693	N	700	208	331	412	55
Pocillopora_meandrina_HIv1___Sc0000041:2106455-2107043	Cluster_6694	N	64	196	413	75	5
Pocillopora_meandrina_HIv1___Sc0000042:113049-114320	Cluster_6695	N	488	155	229	381	75
Pocillopora_meandrina_HIv1___Sc0000042:114556-114991	Cluster_6696	N	562	133	161	395	53
Pocillopora_meandrina_HIv1___Sc0000042:115077-116180	Cluster_6697	N	968	292	218	1365	78
Pocillopora_meandrina_HIv1___Sc0000042:116502-117571	Cluster_6698	N	786	63	69	113	12
Pocillopora_meandrina_HIv1___Sc0000042:249250-249840	Cluster_6699	N	202	467	99	417	733
Pocillopora_meandrina_HIv1___Sc0000042:624742-625606	Cluster_6700	N	327	521	418	22	167
Pocillopora_meandrina_HIv1___Sc0000042:625815-626879	Cluster_6701	N	151	506	569	147	191
Pocillopora_meandrina_HIv1___Sc0000042:627087-627505	Cluster_6702	N	22	16	103	71	35
Pocillopora_meandrina_HIv1___Sc0000042:627868-628442	Cluster_6703	N	172	587	50	9	49
Pocillopora_meandrina_HIv1___Sc0000042:1021394-1022283	Cluster_6704	N	430	174	217	157	47
Pocillopora_meandrina_HIv1___Sc0000042:1270194-1270608	Cluster_6705	N	23	38	26	33	61
Pocillopora_meandrina_HIv1___Sc0000042:1278999-1279423	Cluster_6706	N	0	4	89	0	0
Pocillopora_meandrina_HIv1___Sc0000042:1347342-1347770	Cluster_6707	N	56	8	2	41	20
Pocillopora_meandrina_HIv1___Sc0000042:1622589-1623139	Cluster_6708	N	120	47	1	1	28
Pocillopora_meandrina_HIv1___Sc0000042:1623492-1624091	Cluster_6709	N	397	575	1	3	534
Pocillopora_meandrina_HIv1___Sc0000042:1719575-1720002	Cluster_6710	N	0	22	1	105	5
Pocillopora_meandrina_HIv1___Sc0000042:1728030-1728459	Cluster_6711	N	164	99	81	66	23
Pocillopora_meandrina_HIv1___Sc0000042:1781534-1781951	Cluster_6712	N	0	74	8	0	0
Pocillopora_meandrina_HIv1___Sc0000042:1908848-1910728	Cluster_6713	N	2870	1111	2248	2596	574
Pocillopora_meandrina_HIv1___Sc0000042:1910782-1911459	Cluster_6714	N	2342	727	2261	2470	616
Pocillopora_meandrina_HIv1___Sc0000043:45034-45443	Cluster_6715	N	34	61	0	35	43
Pocillopora_meandrina_HIv1___Sc0000043:118478-119696	Cluster_6716	N	4848	794	424	209	20
Pocillopora_meandrina_HIv1___Sc0000043:142705-143357	Cluster_6717	N	228	170	297	351	594
Pocillopora_meandrina_HIv1___Sc0000043:208491-208980	Cluster_6718	N	129	223	213	260	309
Pocillopora_meandrina_HIv1___Sc0000043:219904-220394	Cluster_6719	N	115	133	98	127	179
Pocillopora_meandrina_HIv1___Sc0000043:383154-383582	Cluster_6720	N	36	77	34	59	141
Pocillopora_meandrina_HIv1___Sc0000043:439737-440714	Cluster_6721	N	1343	524	944	539	274
Pocillopora_meandrina_HIv1___Sc0000043:555393-555820	Cluster_6722	N	0	3	80	0	0
Pocillopora_meandrina_HIv1___Sc0000043:617191-617605	Cluster_6723	N	6	0	6	68	30
Pocillopora_meandrina_HIv1___Sc0000043:657103-657521	Cluster_6724	N	0	0	0	1	488
Pocillopora_meandrina_HIv1___Sc0000043:664135-664558	Cluster_6725	N	82	34	111	19	5
Pocillopora_meandrina_HIv1___Sc0000043:682728-683210	Cluster_6726	N	21	29	26	36	127
Pocillopora_meandrina_HIv1___Sc0000043:870037-870714	Cluster_6727	N	2252	718	2124	2530	579
Pocillopora_meandrina_HIv1___Sc0000043:870768-871322	Cluster_6728	N	746	327	678	781	170
Pocillopora_meandrina_HIv1___Sc0000043:933766-934194	Cluster_6729	N	0	17	1	176	0
Pocillopora_meandrina_HIv1___Sc0000043:1057389-1057816	Cluster_6730	N	29	27	120	0	1
Pocillopora_meandrina_HIv1___Sc0000043:1058179-1058608	Cluster_6731	N	357	289	24	10	37
Pocillopora_meandrina_HIv1___Sc0000043:1070665-1071201	Cluster_6732	N	568	1473	654	1455	1104
Pocillopora_meandrina_HIv1___Sc0000043:1193305-1193726	Cluster_6733	N	13	43	13	28	99
Pocillopora_meandrina_HIv1___Sc0000043:1196585-1197090	Cluster_6734	N	15	102	54	83	444
Pocillopora_meandrina_HIv1___Sc0000043:1197261-1197923	Cluster_6735	N	28	103	55	73	265
Pocillopora_meandrina_HIv1___Sc0000043:1198022-1198576	Cluster_6736	N	14	55	32	33	142
Pocillopora_meandrina_HIv1___Sc0000043:1198788-1199302	Cluster_6737	N	21	85	33	100	325
Pocillopora_meandrina_HIv1___Sc0000043:1199682-1200151	Cluster_6738	N	29	86	40	54	196
Pocillopora_meandrina_HIv1___Sc0000043:1200357-1200876	Cluster_6739	N	33	172	133	187	594
Pocillopora_meandrina_HIv1___Sc0000043:1201226-1201716	Cluster_6740	N	14	86	39	77	248
Pocillopora_meandrina_HIv1___Sc0000043:1201775-1202262	Cluster_6741	N	17	115	44	113	216
Pocillopora_meandrina_HIv1___Sc0000043:1202372-1202797	Cluster_6742	N	7	46	24	46	135
Pocillopora_meandrina_HIv1___Sc0000043:1202918-1203421	Cluster_6743	N	11	133	57	105	369
Pocillopora_meandrina_HIv1___Sc0000043:1204969-1205448	Cluster_6744	N	16	94	36	41	181
Pocillopora_meandrina_HIv1___Sc0000043:1205695-1206724	Cluster_6745	N	37	202	66	98	413
Pocillopora_meandrina_HIv1___Sc0000043:1207095-1207525	Cluster_6746	N	14	46	25	29	95
Pocillopora_meandrina_HIv1___Sc0000043:1207805-1208251	Cluster_6747	N	13	67	24	35	160
Pocillopora_meandrina_HIv1___Sc0000043:1208427-1209617	Cluster_6748	N	53	249	120	166	556
Pocillopora_meandrina_HIv1___Sc0000043:1210088-1210640	Cluster_6749	N	25	139	61	88	367
Pocillopora_meandrina_HIv1___Sc0000043:1210927-1211411	Cluster_6750	N	17	71	46	77	180
Pocillopora_meandrina_HIv1___Sc0000043:1211639-1212558	Cluster_6751	N	32	171	84	96	394
Pocillopora_meandrina_HIv1___Sc0000043:1212786-1213213	Cluster_6752	N	9	84	25	47	165
Pocillopora_meandrina_HIv1___Sc0000043:1213344-1213862	Cluster_6753	N	21	105	48	66	216
Pocillopora_meandrina_HIv1___Sc0000043:1213865-1214748	Cluster_6754	N	71	356	149	260	826
Pocillopora_meandrina_HIv1___Sc0000043:1520955-1521381	Cluster_6755	N	77	0	43	17	23
Pocillopora_meandrina_HIv1___Sc0000043:1688244-1690419	Cluster_6756	N	519	78	648	1377	225
Pocillopora_meandrina_HIv1___Sc0000043:1691428-1692471	Cluster_6757	N	979	35	1137	950	426
Pocillopora_meandrina_HIv1___Sc0000043:1692607-1693600	Cluster_6758	N	287	95	242	363	140
Pocillopora_meandrina_HIv1___Sc0000043:1693719-1694210	Cluster_6759	N	119	34	174	80	61
Pocillopora_meandrina_HIv1___Sc0000043:1834833-1835484	Cluster_6760	N	86	124	134	149	34
Pocillopora_meandrina_HIv1___Sc0000044:124779-125205	Cluster_6761	N	98	41	95	54	20
Pocillopora_meandrina_HIv1___Sc0000044:364704-365124	Cluster_6762	N	0	0	104	0	1
Pocillopora_meandrina_HIv1___Sc0000044:409810-410234	Cluster_6763	N	15700	6992	7409	7135	2910
Pocillopora_meandrina_HIv1___Sc0000044:420597-421023	Cluster_6764	N	56	6	88	66	29
Pocillopora_meandrina_HIv1___Sc0000044:421261-421918	Cluster_6765	N	396	96	281	224	162
Pocillopora_meandrina_HIv1___Sc0000044:422138-422793	Cluster_6766	N	83	154	99	194	77
Pocillopora_meandrina_HIv1___Sc0000044:422940-423588	Cluster_6767	N	134	28	54	178	214
Pocillopora_meandrina_HIv1___Sc0000044:557949-558378	Cluster_6768	N	51	28	5	16	10
Pocillopora_meandrina_HIv1___Sc0000044:569299-570194	Cluster_6769	N	274	197	637	104	131
Pocillopora_meandrina_HIv1___Sc0000044:587677-588131	Cluster_6770	N	1658	2095	221	1393	802
Pocillopora_meandrina_HIv1___Sc0000044:883695-884124	Cluster_6771	N	68	169	41	7	16
Pocillopora_meandrina_HIv1___Sc0000044:930296-930705	Cluster_6772	N	66	4	7	25	7
Pocillopora_meandrina_HIv1___Sc0000044:1020355-1020763	Cluster_6773	N	17	40	14	108	68
Pocillopora_meandrina_HIv1___Sc0000044:1087018-1087438	Cluster_6774	N	67	40	59	50	40
Pocillopora_meandrina_HIv1___Sc0000044:1108933-1109360	Cluster_6775	N	39	6	110	18	12
Pocillopora_meandrina_HIv1___Sc0000044:1109942-1110423	Cluster_6776	N	1422	950	3911	3808	882
Pocillopora_meandrina_HIv1___Sc0000044:1155525-1155945	Cluster_6777	N	211	255	434	30	0
Pocillopora_meandrina_HIv1___Sc0000044:1192085-1192513	Cluster_6778	N	12	0	63	2	1
Pocillopora_meandrina_HIv1___Sc0000044:1219142-1219560	Cluster_6779	N	4	88	3	1	3
Pocillopora_meandrina_HIv1___Sc0000044:1339185-1339613	Cluster_6780	N	2	1	70	1	9
Pocillopora_meandrina_HIv1___Sc0000044:1474411-1474829	Cluster_6781	N	196	44	52	71	12
Pocillopora_meandrina_HIv1___Sc0000044:1500329-1500759	Cluster_6782	N	1	8	0	2	260
Pocillopora_meandrina_HIv1___Sc0000044:1605931-1606361	Cluster_6783	N	31	119	138	4	5
Pocillopora_meandrina_HIv1___Sc0000044:1606377-1606804	Cluster_6784	N	54	83	77	3	3
Pocillopora_meandrina_HIv1___Sc0000044:1609462-1609889	Cluster_6785	N	0	1	0	80	0
Pocillopora_meandrina_HIv1___Sc0000044:1619074-1620250	Cluster_6786	N	80	87	844	724	37
Pocillopora_meandrina_HIv1___Sc0000044:1620562-1621168	Cluster_6787	N	78	67	106	242	18
Pocillopora_meandrina_HIv1___Sc0000044:1621261-1621665	Cluster_6788	N	3	16	57	32	15
Pocillopora_meandrina_HIv1___Sc0000044:1621743-1622169	Cluster_6789	N	9	19	159	94	6
Pocillopora_meandrina_HIv1___Sc0000044:1640462-1640962	Cluster_6790	N	72	6	97	17	5
Pocillopora_meandrina_HIv1___Sc0000045:182705-183615	Cluster_6791	N	79	93	32	56	0
Pocillopora_meandrina_HIv1___Sc0000045:184675-185342	Cluster_6792	N	347	53	121	122	3
Pocillopora_meandrina_HIv1___Sc0000045:234132-234611	Cluster_6793	N	1689	176	5	166	129
Pocillopora_meandrina_HIv1___Sc0000045:284932-285360	Cluster_6794	N	2	0	2	7685	3
Pocillopora_meandrina_HIv1___Sc0000045:294530-294959	Cluster_6795	N	164	68	205	15	16
Pocillopora_meandrina_HIv1___Sc0000045:295037-295523	Cluster_6796	N	19	6	13	228	4
Pocillopora_meandrina_HIv1___Sc0000045:295749-296152	Cluster_6797	N	30	90	33	8	16
Pocillopora_meandrina_HIv1___Sc0000045:296726-297264	Cluster_6798	N	155	1	118	243	0
Pocillopora_meandrina_HIv1___Sc0000045:351507-351935	Cluster_6799	N	2	0	90	7	1
Pocillopora_meandrina_HIv1___Sc0000045:791112-791534	Cluster_6800	N	24	35	25	25	11
Pocillopora_meandrina_HIv1___Sc0000045:792311-792733	Cluster_6801	N	29	50	34	71	67
Pocillopora_meandrina_HIv1___Sc0000045:826503-826931	Cluster_6802	N	0	0	0	83	1
Pocillopora_meandrina_HIv1___Sc0000046:219132-220448	Cluster_6803	N	3779	715	2197	3928	1914
Pocillopora_meandrina_HIv1___Sc0000046:222590-223018	Cluster_6804	N	118	7	76	14	23
Pocillopora_meandrina_HIv1___Sc0000046:223387-223816	Cluster_6805	N	132	19	36	19	22
Pocillopora_meandrina_HIv1___Sc0000046:231177-231605	Cluster_6806	N	122	13	59	29	26
Pocillopora_meandrina_HIv1___Sc0000046:235152-235718	Cluster_6807	N	207	22	6	13	349
Pocillopora_meandrina_HIv1___Sc0000046:241309-241886	Cluster_6808	N	123	41	80	47	43
Pocillopora_meandrina_HIv1___Sc0000046:242202-242741	Cluster_6809	N	336	52	246	85	67
Pocillopora_meandrina_HIv1___Sc0000046:244759-246061	Cluster_6810	N	656	218	754	666	168
Pocillopora_meandrina_HIv1___Sc0000046:246101-247174	Cluster_6811	N	3196	1048	2616	2318	959
Pocillopora_meandrina_HIv1___Sc0000046:248155-248584	Cluster_6812	N	13	50	102	49	38
Pocillopora_meandrina_HIv1___Sc0000046:254125-254646	Cluster_6813	N	998	366	525	977	483
Pocillopora_meandrina_HIv1___Sc0000046:254949-255374	Cluster_6814	N	36	16	28	39	8
Pocillopora_meandrina_HIv1___Sc0000046:255660-256064	Cluster_6815	N	57	15	61	26	23
Pocillopora_meandrina_HIv1___Sc0000046:256240-256670	Cluster_6816	N	103	30	104	81	117
Pocillopora_meandrina_HIv1___Sc0000046:256899-257308	Cluster_6817	N	52	33	54	48	16
Pocillopora_meandrina_HIv1___Sc0000046:257445-258204	Cluster_6818	N	170	45	111	64	44
Pocillopora_meandrina_HIv1___Sc0000046:261258-262127	Cluster_6819	N	2707	752	888	1986	428
Pocillopora_meandrina_HIv1___Sc0000046:263488-263914	Cluster_6820	N	91	14	47	36	23
Pocillopora_meandrina_HIv1___Sc0000046:265288-265716	Cluster_6821	N	115	22	191	36	35
Pocillopora_meandrina_HIv1___Sc0000046:266491-266920	Cluster_6822	N	105	14	33	60	11
Pocillopora_meandrina_HIv1___Sc0000046:269962-270503	Cluster_6823	N	153	37	104	73	32
Pocillopora_meandrina_HIv1___Sc0000046:277575-278003	Cluster_6824	N	125	79	32	58	8
Pocillopora_meandrina_HIv1___Sc0000046:278266-279149	Cluster_6825	N	457	270	65	193	60
Pocillopora_meandrina_HIv1___Sc0000046:280694-281698	Cluster_6826	N	7	324	80	151	4
Pocillopora_meandrina_HIv1___Sc0000046:290983-291411	Cluster_6827	N	99	0	9	9	3
Pocillopora_meandrina_HIv1___Sc0000046:293250-293669	Cluster_6828	N	70	13	42	25	26
Pocillopora_meandrina_HIv1___Sc0000046:307283-309048	Cluster_6829	N	813	2444	5251	4825	1406
Pocillopora_meandrina_HIv1___Sc0000046:309707-310143	Cluster_6830	N	1	6	142	7	50
Pocillopora_meandrina_HIv1___Sc0000046:311089-311636	Cluster_6831	N	559	312	161	352	15
Pocillopora_meandrina_HIv1___Sc0000046:319383-320119	Cluster_6832	N	88	74	168	4	64
Pocillopora_meandrina_HIv1___Sc0000046:320338-320873	Cluster_6833	N	51	26	108	1	13
Pocillopora_meandrina_HIv1___Sc0000046:321062-322200	Cluster_6834	N	1661	893	310	1185	580
Pocillopora_meandrina_HIv1___Sc0000046:330775-331195	Cluster_6835	N	79	14	22	14	10
Pocillopora_meandrina_HIv1___Sc0000046:331848-332271	Cluster_6836	N	15	4	22	6	55
Pocillopora_meandrina_HIv1___Sc0000046:332705-333133	Cluster_6837	N	193	25	53	51	13
Pocillopora_meandrina_HIv1___Sc0000046:336248-337540	Cluster_6838	N	1542	5891	3383	2470	609
Pocillopora_meandrina_HIv1___Sc0000046:344905-345663	Cluster_6839	N	95	93	27	138	76
Pocillopora_meandrina_HIv1___Sc0000046:353960-354387	Cluster_6840	N	1	6	103	107	0
Pocillopora_meandrina_HIv1___Sc0000046:363046-363474	Cluster_6841	N	0	2	183	2	0
Pocillopora_meandrina_HIv1___Sc0000046:402469-402899	Cluster_6842	N	67	0	129	364	8
Pocillopora_meandrina_HIv1___Sc0000046:403060-403650	Cluster_6843	N	95	0	22	102	62
Pocillopora_meandrina_HIv1___Sc0000046:404017-405352	Cluster_6844	N	2159	1441	763	3009	384
Pocillopora_meandrina_HIv1___Sc0000046:405422-406276	Cluster_6845	N	115	76	85	126	122
