Orthogroup	GCF_013753865.1_Amil_v2.1.protein	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0017480		Pocillopora_meandrina_HIv1___RNAseq.g24708.t1, Pocillopora_meandrina_HIv1___RNAseq.g24711.t1, Pocillopora_meandrina_HIv1___RNAseq.g24713.t1	
OG0017481		Pocillopora_meandrina_HIv1___RNAseq.3764_t, Pocillopora_meandrina_HIv1___RNAseq.3765_t	Peve_00045259
OG0017482		Pocillopora_meandrina_HIv1___RNAseq.g4433.t1	Peve_00020262, Peve_00020594
OG0017483		Pocillopora_meandrina_HIv1___RNAseq.g19967.t1, Pocillopora_meandrina_HIv1___RNAseq.g19972.t1, Pocillopora_meandrina_HIv1___RNAseq.g19974.t1	
OG0017484		Pocillopora_meandrina_HIv1___RNAseq.g355.t1	Peve_00000240, Peve_00025706
OG0017485		Pocillopora_meandrina_HIv1___RNAseq.g8508.t1	Peve_00038099, Peve_00038109
OG0017486		Pocillopora_meandrina_HIv1___RNAseq.g28047.t1, Pocillopora_meandrina_HIv1___RNAseq.g28049.t1, Pocillopora_meandrina_HIv1___RNAseq.g28051.t1	
OG0017487		Pocillopora_meandrina_HIv1___RNAseq.g830.t1	Peve_00007112, Peve_00007113
OG0017488		Pocillopora_meandrina_HIv1___TS.g27481.t1	Peve_00010675, Peve_00038825
OG0017489		Pocillopora_meandrina_HIv1___RNAseq.g14070.t1	Peve_00023149, Peve_00023698
OG0017490		Pocillopora_meandrina_HIv1___RNAseq.g19673.t1	Peve_00015760, Peve_00015761
OG0017491		Pocillopora_meandrina_HIv1___TS.g28760.t1b, Pocillopora_meandrina_HIv1___TS.g28760.t1c	Peve_00035809
OG0017492		Pocillopora_meandrina_HIv1___TS.g15247.t2	Peve_00044487, Peve_00044496
OG0017493		Pocillopora_meandrina_HIv1___RNAseq.g3284.t1, Pocillopora_meandrina_HIv1___RNAseq.g3291.t1, Pocillopora_meandrina_HIv1___RNAseq.g3317.t1	
OG0017494		Pocillopora_meandrina_HIv1___RNAseq.g16616.t1	Peve_00010720, Peve_00024410
OG0017495		Pocillopora_meandrina_HIv1___RNAseq.g27447.t1	Peve_00032182, Peve_00032183
OG0017496		Pocillopora_meandrina_HIv1___RNAseq.g9789.t1, Pocillopora_meandrina_HIv1___RNAseq.g9790.t1, Pocillopora_meandrina_HIv1___RNAseq.g9799.t1	
OG0017497		Pocillopora_meandrina_HIv1___RNAseq.g8828.t1	Peve_00016799, Peve_00037687
OG0017498		Pocillopora_meandrina_HIv1___RNAseq.g25522.t1	Peve_00004309, Peve_00005999
OG0017499		Pocillopora_meandrina_HIv1___RNAseq.g5961.t1	Peve_00026936, Peve_00026940
OG0017500		Pocillopora_meandrina_HIv1___RNAseq.g7849.t1	Peve_00005569, Peve_00039715
OG0017501		Pocillopora_meandrina_HIv1___RNAseq.g26322.t1	Peve_00007572, Peve_00007584
OG0017502		Pocillopora_meandrina_HIv1___RNAseq.g8347.t1	Peve_00028229, Peve_00044505
OG0017503		Pocillopora_meandrina_HIv1___TS.g7185.t1	Peve_00000378, Peve_00000396
OG0017504		Pocillopora_meandrina_HIv1___RNAseq.g20435.t1b	Peve_00020213, Peve_00028674
OG0017505		Pocillopora_meandrina_HIv1___RNAseq.g20160.t1	Peve_00009621, Peve_00045257
OG0017506		Pocillopora_meandrina_HIv1___RNAseq.g212.t1, Pocillopora_meandrina_HIv1___TS.g6977.t1, Pocillopora_meandrina_HIv1___TS.g6979.t1	
OG0017507		Pocillopora_meandrina_HIv1___TS.g4858.t1	Peve_00029195, Peve_00038230
OG0017508		Pocillopora_meandrina_HIv1___RNAseq.g15833.t1	Peve_00031652, Peve_00035512
OG0017509		Pocillopora_meandrina_HIv1___RNAseq.g28345.t1	Peve_00025359, Peve_00027871
OG0017510		Pocillopora_meandrina_HIv1___TS.g25192.t1	Peve_00006277, Peve_00014080
OG0017511		Pocillopora_meandrina_HIv1___RNAseq.g27390.t2	Peve_00027228, Peve_00034234
OG0017512		Pocillopora_meandrina_HIv1___RNAseq.g15502.t1, Pocillopora_meandrina_HIv1___RNAseq.g15504.t1, Pocillopora_meandrina_HIv1___TS.g10530.t1	
OG0017513		Pocillopora_meandrina_HIv1___RNAseq.g17756.t1	Peve_00020275, Peve_00020276
OG0017514		Pocillopora_meandrina_HIv1___RNAseq.g5317.t1	Peve_00013927, Peve_00038633
OG0017515		Pocillopora_meandrina_HIv1___RNAseq.g25731.t1a	Peve_00000509, Peve_00000510
OG0017516		Pocillopora_meandrina_HIv1___RNAseq.g17514.t1	Peve_00014629, Peve_00015213
OG0017517		Pocillopora_meandrina_HIv1___RNAseq.g24638.t1, Pocillopora_meandrina_HIv1___RNAseq.g24640.t1, Pocillopora_meandrina_HIv1___RNAseq.g24641.t1	
OG0017518		Pocillopora_meandrina_HIv1___TS.g29613.t1	Peve_00033797, Peve_00034502
OG0017519		Pocillopora_meandrina_HIv1___RNAseq.g22733.t1a	Peve_00024862, Peve_00036641
OG0017520		Pocillopora_meandrina_HIv1___TS.g8868.t1	Peve_00040056, Peve_00040058
OG0017521		Pocillopora_meandrina_HIv1___RNAseq.g16072.t1	Peve_00025315, Peve_00035060
OG0017522		Pocillopora_meandrina_HIv1___RNAseq.g4994.t1	Peve_00029888, Peve_00029892
OG0017523		Pocillopora_meandrina_HIv1___RNAseq.g24447.t1b	Peve_00045326, Peve_00045329
OG0017524		Pocillopora_meandrina_HIv1___RNAseq.g13126.t1	Peve_00000464, Peve_00026254
OG0017525		Pocillopora_meandrina_HIv1___RNAseq.g23655.t1	Peve_00022228, Peve_00029783
OG0017526		Pocillopora_meandrina_HIv1___RNAseq.g330.t1	Peve_00013065, Peve_00017902
OG0017527		Pocillopora_meandrina_HIv1___TS.g14047.t1	Peve_00002135, Peve_00002141
OG0017528		Pocillopora_meandrina_HIv1___TS.g6133.t2	Peve_00022648, Peve_00022649
OG0017529		Pocillopora_meandrina_HIv1___RNAseq.g7941.t1, Pocillopora_meandrina_HIv1___TS.g27316.t1	Peve_00005036
OG0017530		Pocillopora_meandrina_HIv1___RNAseq.g2360.t1	Peve_00039820, Peve_00039821
OG0017531		Pocillopora_meandrina_HIv1___RNAseq.g28579.t1	Peve_00032083, Peve_00033058
OG0017532		Pocillopora_meandrina_HIv1___RNAseq.g26604.t1	Peve_00003141, Peve_00003143
OG0017533		Pocillopora_meandrina_HIv1___RNAseq.g21147.t1	Peve_00020027, Peve_00039937
OG0017534		Pocillopora_meandrina_HIv1___RNAseq.g14013.t1	Peve_00023118, Peve_00023134
OG0017535		Pocillopora_meandrina_HIv1___RNAseq.g15841.t1, Pocillopora_meandrina_HIv1___RNAseq.g15849.t1, Pocillopora_meandrina_HIv1___TS.g10864.t1	
OG0017536		Pocillopora_meandrina_HIv1___RNAseq.29409_t, Pocillopora_meandrina_HIv1___RNAseq.g6254.t1	Peve_00013116
OG0017537		Pocillopora_meandrina_HIv1___RNAseq.g7609.t1, Pocillopora_meandrina_HIv1___TS.g1362.t1	Peve_00037198
OG0017538		Pocillopora_meandrina_HIv1___RNAseq.g18126.t1	Peve_00033743, Peve_00044444
OG0017539		Pocillopora_meandrina_HIv1___RNAseq.g15889.t1	Peve_00009645, Peve_00026146
OG0017540		Pocillopora_meandrina_HIv1___RNAseq.g2564.t1	Peve_00013095, Peve_00024489
OG0017541		Pocillopora_meandrina_HIv1___RNAseq.g8841.t1	Peve_00001441, Peve_00001454
OG0017542		Pocillopora_meandrina_HIv1___RNAseq.g16297.t1	Peve_00031095, Peve_00035248
OG0017543		Pocillopora_meandrina_HIv1___RNAseq.g27285.t1	Peve_00003854, Peve_00035367
OG0017544		Pocillopora_meandrina_HIv1___TS.g439.t2	Peve_00003221, Peve_00031386
OG0017545		Pocillopora_meandrina_HIv1___RNAseq.g18885.t1	Peve_00013619, Peve_00018689
OG0017546		Pocillopora_meandrina_HIv1___TS.g890.t1	Peve_00019980, Peve_00019981
OG0017547		Pocillopora_meandrina_HIv1___RNAseq.g22355.t1, Pocillopora_meandrina_HIv1___RNAseq.g22357.t1, Pocillopora_meandrina_HIv1___RNAseq.g22359.t1	
OG0017548		Pocillopora_meandrina_HIv1___RNAseq.g29140.t1	Peve_00007804, Peve_00007805
OG0017549		Pocillopora_meandrina_HIv1___TS.g18677.t1, Pocillopora_meandrina_HIv1___TS.g26389.t1	Peve_00032819
OG0017550		Pocillopora_meandrina_HIv1___RNAseq.g6976.t1	Peve_00026154, Peve_00045219
OG0017551		Pocillopora_meandrina_HIv1___RNAseq.g27147.t1	Peve_00005777, Peve_00042494
OG0017552		Pocillopora_meandrina_HIv1___RNAseq.g28951.t1	Peve_00027518, Peve_00032723
OG0017553		Pocillopora_meandrina_HIv1___TS.g24633.t1	Peve_00005986, Peve_00043002
OG0017554		Pocillopora_meandrina_HIv1___RNAseq.g133.t1	Peve_00009205, Peve_00009206
OG0017555		Pocillopora_meandrina_HIv1___RNAseq.g24591.t1	Peve_00022310, Peve_00022311
OG0017556		Pocillopora_meandrina_HIv1___RNAseq.g12797.t1	Peve_00044728, Peve_00044729
OG0017557		Pocillopora_meandrina_HIv1___TS.g17198.t1	Peve_00017437, Peve_00017439
OG0017558		Pocillopora_meandrina_HIv1___RNAseq.g10619.t1	Peve_00004120, Peve_00004123
OG0017559		Pocillopora_meandrina_HIv1___TS.g22475.t1	Peve_00027427, Peve_00027981
OG0017560		Pocillopora_meandrina_HIv1___RNAseq.g24630.t1	Peve_00001520, Peve_00001528
OG0017561		Pocillopora_meandrina_HIv1___TS.g24742.t1	Peve_00000743, Peve_00027274
OG0017562		Pocillopora_meandrina_HIv1___RNAseq.g23095.t2	Peve_00009266, Peve_00039661
OG0017563		Pocillopora_meandrina_HIv1___TS.g6357.t1	Peve_00007806, Peve_00008726
OG0017564		Pocillopora_meandrina_HIv1___RNAseq.g23126.t2b	Peve_00009539, Peve_00023241
OG0017565		Pocillopora_meandrina_HIv1___RNAseq.g12695.t1	Peve_00036203, Peve_00036710
OG0017566		Pocillopora_meandrina_HIv1___RNAseq.g25367.t1, Pocillopora_meandrina_HIv1___RNAseq.g25369.t1	Peve_00005942
OG0017567		Pocillopora_meandrina_HIv1___RNAseq.g20667.t1	Peve_00024342, Peve_00025042
OG0017568		Pocillopora_meandrina_HIv1___RNAseq.g5727.t1	Peve_00012809, Peve_00026342
OG0017569		Pocillopora_meandrina_HIv1___TS.g21995.t1	Peve_00038286, Peve_00038287
OG0017570		Pocillopora_meandrina_HIv1___RNAseq.g11408.t1	Peve_00027401, Peve_00036929
OG0017571		Pocillopora_meandrina_HIv1___RNAseq.g10549.t1	Peve_00022187, Peve_00025184
OG0017572		Pocillopora_meandrina_HIv1___RNAseq.g28353.t1, Pocillopora_meandrina_HIv1___RNAseq.g28358.t1	Peve_00032118
OG0017573		Pocillopora_meandrina_HIv1___RNAseq.g6846.t1	Peve_00010106, Peve_00025239
OG0017574		Pocillopora_meandrina_HIv1___TS.g10251.t1	Peve_00014037, Peve_00023724
OG0017575		Pocillopora_meandrina_HIv1___RNAseq.g23326.t2	Peve_00039373, Peve_00039374
OG0017576		Pocillopora_meandrina_HIv1___RNAseq.g10847.t1	Peve_00040039, Peve_00040042
OG0017577		Pocillopora_meandrina_HIv1___TS.g15723.t1	Peve_00004990, Peve_00004994
OG0017578		Pocillopora_meandrina_HIv1___TS.g4643.t1	Peve_00025090, Peve_00025092
OG0017579		Pocillopora_meandrina_HIv1___RNAseq.g569.t1	Peve_00005821, Peve_00028612
OG0017580		Pocillopora_meandrina_HIv1___RNAseq.g1981.t1	Peve_00004142, Peve_00004145
OG0017581		Pocillopora_meandrina_HIv1___TS.g13863.t1	Peve_00001141, Peve_00001142
OG0017582		Pocillopora_meandrina_HIv1___RNAseq.g15012.t1	Peve_00024385, Peve_00039147
OG0017583		Pocillopora_meandrina_HIv1___TS.g3096.t1	Peve_00008450, Peve_00031174
OG0017584		Pocillopora_meandrina_HIv1___TS.g27978.t1	Peve_00013176, Peve_00043979
OG0017585		Pocillopora_meandrina_HIv1___RNAseq.g15175.t1	Peve_00026018, Peve_00037411
OG0017586		Pocillopora_meandrina_HIv1___RNAseq.g23519.t1a	Peve_00020522, Peve_00030023
OG0017587		Pocillopora_meandrina_HIv1___RNAseq.11963_t	Peve_00023665, Peve_00039731
OG0017588		Pocillopora_meandrina_HIv1___RNAseq.g2598.t1	Peve_00003205, Peve_00008401
OG0017589		Pocillopora_meandrina_HIv1___RNAseq.g20429.t1	Peve_00021030, Peve_00039525
OG0017590		Pocillopora_meandrina_HIv1___RNAseq.g18533.t1	Peve_00043981, Peve_00043984
OG0017591		Pocillopora_meandrina_HIv1___TS.g8506.t1	Peve_00004416, Peve_00006222
OG0017592		Pocillopora_meandrina_HIv1___TS.g9097.t1	Peve_00021846, Peve_00041406
OG0017593			Peve_00000191, Peve_00030665, Peve_00036341
OG0017594			Peve_00000284, Peve_00000285, Peve_00000286
OG0017595			Peve_00000323, Peve_00000325, Peve_00042569
OG0017596			Peve_00000345, Peve_00003583, Peve_00003584
OG0017597			Peve_00000360, Peve_00002824, Peve_00014484
OG0017598			Peve_00000432, Peve_00006038, Peve_00019949
OG0017599			Peve_00000532, Peve_00017728, Peve_00018494
OG0017600			Peve_00000541, Peve_00011673, Peve_00037780
OG0017601			Peve_00000546, Peve_00001264, Peve_00007597
OG0017602			Peve_00000585, Peve_00003345, Peve_00026666
OG0017603			Peve_00000605, Peve_00018018, Peve_00018667
OG0017604			Peve_00000641, Peve_00000643, Peve_00000646
OG0017605			Peve_00000656, Peve_00019785, Peve_00031540
OG0017606			Peve_00000678, Peve_00029843, Peve_00043757
OG0017607			Peve_00000821, Peve_00000834, Peve_00003718
OG0017608			Peve_00000831, Peve_00008031, Peve_00039687
OG0017609			Peve_00000884, Peve_00011866, Peve_00012157
OG0017610			Peve_00000976, Peve_00017085, Peve_00017089
OG0017611			Peve_00001004, Peve_00002878, Peve_00040225
OG0017612			Peve_00001010, Peve_00010556, Peve_00016904
OG0017613			Peve_00001155, Peve_00004297, Peve_00022008
OG0017614			Peve_00001227, Peve_00005583, Peve_00005584
OG0017615			Peve_00001304, Peve_00043170, Peve_00043171
OG0017616			Peve_00001340, Peve_00030862, Peve_00035810
OG0017617			Peve_00001443, Peve_00001445, Peve_00001450
OG0017618			Peve_00001462, Peve_00001465, Peve_00020562
OG0017619			Peve_00001473, Peve_00001474, Peve_00039721
OG0017620			Peve_00001504, Peve_00001505, Peve_00019871
OG0017621			Peve_00001515, Peve_00014049, Peve_00042589
OG0017622			Peve_00001646, Peve_00008181, Peve_00028726
OG0017623			Peve_00001684, Peve_00008462, Peve_00031372
OG0017624			Peve_00001689, Peve_00016402, Peve_00019948
OG0017625			Peve_00001776, Peve_00003903, Peve_00021712
OG0017626			Peve_00001801, Peve_00003502, Peve_00028149
OG0017627			Peve_00001817, Peve_00011720, Peve_00013306
OG0017628			Peve_00001925, Peve_00006781, Peve_00006782
OG0017629			Peve_00001969, Peve_00013830, Peve_00015796
OG0017630			Peve_00001978, Peve_00020861, Peve_00041724
OG0017631			Peve_00002009, Peve_00009580, Peve_00023506
OG0017632			Peve_00002055, Peve_00002063, Peve_00002064
OG0017633			Peve_00002117, Peve_00030271, Peve_00030273
OG0017634			Peve_00002165, Peve_00022455, Peve_00044811
OG0017635			Peve_00002187, Peve_00021279, Peve_00034561
OG0017636			Peve_00002289, Peve_00004525, Peve_00010056
OG0017637			Peve_00002317, Peve_00032214, Peve_00040895
OG0017638			Peve_00002336, Peve_00002341, Peve_00022076
OG0017639			Peve_00002569, Peve_00010371, Peve_00045243
OG0017640			Peve_00002635, Peve_00016752, Peve_00017645
OG0017641			Peve_00002665, Peve_00002670, Peve_00025699
OG0017642			Peve_00002689, Peve_00016191, Peve_00042565
OG0017643			Peve_00002812, Peve_00025433, Peve_00026489
OG0017644			Peve_00002892, Peve_00010385, Peve_00037939
OG0017645			Peve_00002928, Peve_00035554, Peve_00038004
OG0017646			Peve_00002948, Peve_00025165, Peve_00033428
OG0017647			Peve_00003042, Peve_00006751, Peve_00022391
OG0017648			Peve_00003045, Peve_00003047, Peve_00045186
OG0017649			Peve_00003069, Peve_00007559, Peve_00024248
OG0017650			Peve_00003195, Peve_00027454, Peve_00044610
OG0017651			Peve_00003275, Peve_00003933, Peve_00039315
OG0017652			Peve_00003422, Peve_00003427, Peve_00005332
OG0017653			Peve_00003455, Peve_00027375, Peve_00037909
OG0017654			Peve_00003489, Peve_00003495, Peve_00040744
OG0017655			Peve_00003507, Peve_00028532, Peve_00029746
OG0017656			Peve_00003520, Peve_00037827, Peve_00037828
OG0017657			Peve_00003616, Peve_00003627, Peve_00013634
OG0017658			Peve_00003667, Peve_00003677, Peve_00023793
OG0017659			Peve_00003753, Peve_00035530, Peve_00043142
OG0017660			Peve_00003780, Peve_00003781, Peve_00003806
OG0017661			Peve_00003829, Peve_00003834, Peve_00025350
OG0017662			Peve_00003862, Peve_00019634, Peve_00022490
OG0017663			Peve_00003863, Peve_00006051, Peve_00028596
OG0017664			Peve_00003883, Peve_00009203, Peve_00045283
OG0017665			Peve_00003950, Peve_00018268, Peve_00032090
OG0017666			Peve_00003968, Peve_00004628, Peve_00020689
OG0017667			Peve_00004044, Peve_00022990, Peve_00032106
OG0017668			Peve_00004052, Peve_00007063, Peve_00013014
OG0017669			Peve_00004054, Peve_00010170, Peve_00023289
OG0017670			Peve_00004135, Peve_00018130, Peve_00036282
OG0017671			Peve_00004169, Peve_00004172, Peve_00009706
OG0017672			Peve_00004254, Peve_00004256, Peve_00033421
OG0017673			Peve_00004278, Peve_00004662, Peve_00027748
OG0017674			Peve_00004315, Peve_00009705, Peve_00026160
OG0017675			Peve_00004508, Peve_00020836, Peve_00027278
OG0017676			Peve_00004522, Peve_00004532, Peve_00015205
OG0017677			Peve_00004537, Peve_00004538, Peve_00027524
OG0017678			Peve_00004647, Peve_00004648, Peve_00038758
OG0017679			Peve_00004653, Peve_00022271, Peve_00022281
OG0017680			Peve_00004686, Peve_00005577, Peve_00005585
OG0017681			Peve_00005043, Peve_00020012, Peve_00033325
OG0017682			Peve_00005044, Peve_00005244, Peve_00028627
OG0017683			Peve_00005173, Peve_00014411, Peve_00045353
OG0017684			Peve_00005193, Peve_00024341, Peve_00025031
OG0017685			Peve_00005196, Peve_00033802, Peve_00033804
OG0017686			Peve_00005206, Peve_00005212, Peve_00019124
OG0017687			Peve_00005245, Peve_00014061, Peve_00019707
OG0017688			Peve_00005257, Peve_00005262, Peve_00010845
OG0017689			Peve_00005291, Peve_00007668, Peve_00042930
OG0017690			Peve_00005293, Peve_00019464, Peve_00019465
OG0017691			Peve_00005460, Peve_00019337, Peve_00019622
OG0017692			Peve_00005474, Peve_00018281, Peve_00023238
OG0017693			Peve_00005524, Peve_00006463, Peve_00016912
OG0017694			Peve_00005533, Peve_00005536, Peve_00020029
OG0017695			Peve_00005597, Peve_00005601, Peve_00009001
OG0017696			Peve_00005609, Peve_00032685, Peve_00038641
OG0017697			Peve_00005650, Peve_00008607, Peve_00040784
OG0017698			Peve_00005745, Peve_00016192, Peve_00042566
OG0017699			Peve_00005748, Peve_00005749, Peve_00045094
OG0017700			Peve_00005863, Peve_00019932, Peve_00021160
OG0017701			Peve_00005890, Peve_00008458, Peve_00032478
OG0017702			Peve_00005950, Peve_00005951, Peve_00025686
OG0017703			Peve_00006036, Peve_00029108, Peve_00041551
OG0017704			Peve_00006102, Peve_00030706, Peve_00036110
OG0017705			Peve_00006106, Peve_00009098, Peve_00015349
OG0017706			Peve_00006160, Peve_00026201, Peve_00027360
OG0017707			Peve_00006186, Peve_00006879, Peve_00031618
OG0017708			Peve_00006276, Peve_00006945, Peve_00039454
OG0017709			Peve_00006427, Peve_00019070, Peve_00019071
OG0017710			Peve_00006479, Peve_00006480, Peve_00007520
OG0017711			Peve_00006549, Peve_00019029, Peve_00033836
OG0017712			Peve_00006590, Peve_00030111, Peve_00045123
OG0017713			Peve_00006610, Peve_00033947, Peve_00040778
OG0017714			Peve_00006629, Peve_00006630, Peve_00023080
OG0017715			Peve_00006668, Peve_00026640, Peve_00032691
OG0017716			Peve_00006773, Peve_00043447, Peve_00043449
OG0017717			Peve_00006991, Peve_00020136, Peve_00044542
OG0017718			Peve_00007001, Peve_00014779, Peve_00034429
OG0017719			Peve_00007047, Peve_00007050, Peve_00007058
OG0017720			Peve_00007061, Peve_00030185, Peve_00030410
OG0017721			Peve_00007560, Peve_00024863, Peve_00028593
OG0017722			Peve_00007782, Peve_00009136, Peve_00012097
OG0017723			Peve_00007868, Peve_00007870, Peve_00014977
OG0017724			Peve_00007906, Peve_00021182, Peve_00036270
OG0017725			Peve_00008013, Peve_00032805, Peve_00032818
OG0017726			Peve_00008116, Peve_00008117, Peve_00008118
OG0017727			Peve_00008137, Peve_00009263, Peve_00009265
OG0017728			Peve_00008138, Peve_00044248, Peve_00044263
OG0017729			Peve_00008260, Peve_00011581, Peve_00022977
OG0017730			Peve_00008272, Peve_00008273, Peve_00039423
OG0017731			Peve_00008321, Peve_00009285, Peve_00025128
OG0017732			Peve_00008372, Peve_00028257, Peve_00031361
OG0017733			Peve_00008380, Peve_00008381, Peve_00027975
OG0017734			Peve_00008479, Peve_00008480, Peve_00008481
OG0017735			Peve_00008543, Peve_00021968, Peve_00042886
OG0017736			Peve_00008563, Peve_00009780, Peve_00041416
OG0017737			Peve_00008586, Peve_00044226, Peve_00044231
OG0017738			Peve_00008608, Peve_00008609, Peve_00041001
OG0017739			Peve_00008688, Peve_00021714, Peve_00024910
OG0017740			Peve_00008871, Peve_00010097, Peve_00020525
OG0017741			Peve_00008879, Peve_00019775, Peve_00036056
OG0017742			Peve_00008925, Peve_00008929, Peve_00028307
OG0017743			Peve_00008938, Peve_00008940, Peve_00030289
OG0017744			Peve_00008944, Peve_00008945, Peve_00008966
OG0017745			Peve_00008983, Peve_00008984, Peve_00015716
OG0017746			Peve_00008999, Peve_00009003, Peve_00026273
OG0017747			Peve_00009020, Peve_00044179, Peve_00044180
OG0017748			Peve_00009120, Peve_00014475, Peve_00022390
OG0017749			Peve_00009150, Peve_00014276, Peve_00041020
OG0017750			Peve_00009224, Peve_00015693, Peve_00015695
OG0017751			Peve_00009239, Peve_00040639, Peve_00043188
OG0017752			Peve_00009256, Peve_00026231, Peve_00043878
OG0017753			Peve_00009295, Peve_00009296, Peve_00009301
OG0017754			Peve_00009402, Peve_00010602, Peve_00022105
OG0017755			Peve_00009430, Peve_00021768, Peve_00021769
OG0017756			Peve_00009467, Peve_00016353, Peve_00034963
OG0017757			Peve_00009570, Peve_00009576, Peve_00029606
OG0017758			Peve_00009607, Peve_00010543, Peve_00010544
OG0017759			Peve_00009806, Peve_00009807, Peve_00018335
OG0017760			Peve_00009879, Peve_00009880, Peve_00040503
OG0017761			Peve_00009881, Peve_00009882, Peve_00009883
OG0017762			Peve_00009898, Peve_00015376, Peve_00041321
OG0017763			Peve_00010132, Peve_00015450, Peve_00021026
OG0017764			Peve_00010218, Peve_00010221, Peve_00038905
OG0017765			Peve_00010273, Peve_00027140, Peve_00027141
OG0017766			Peve_00010358, Peve_00019595, Peve_00029709
OG0017767			Peve_00010390, Peve_00010391, Peve_00010392
OG0017768			Peve_00010465, Peve_00029771, Peve_00029778
OG0017769			Peve_00010552, Peve_00015462, Peve_00016908
OG0017770			Peve_00010603, Peve_00022108, Peve_00026658
OG0017771			Peve_00010613, Peve_00027758, Peve_00027760
OG0017772			Peve_00010615, Peve_00022517, Peve_00036326
OG0017773			Peve_00010709, Peve_00022961, Peve_00028638
OG0017774			Peve_00010724, Peve_00010729, Peve_00030546
OG0017775			Peve_00010725, Peve_00034288, Peve_00034290
OG0017776			Peve_00010814, Peve_00031533, Peve_00043044
OG0017777			Peve_00010902, Peve_00018312, Peve_00018314
OG0017778			Peve_00011010, Peve_00024962, Peve_00024972
OG0017779			Peve_00011033, Peve_00011034, Peve_00023877
OG0017780			Peve_00011181, Peve_00030409, Peve_00034211
OG0017781			Peve_00011202, Peve_00016447, Peve_00042269
OG0017782			Peve_00011241, Peve_00020391, Peve_00027891
OG0017783			Peve_00011242, Peve_00011245, Peve_00020399
OG0017784			Peve_00011289, Peve_00021529, Peve_00023701
OG0017785			Peve_00011306, Peve_00037077, Peve_00037078
OG0017786			Peve_00011532, Peve_00011534, Peve_00039779
OG0017787			Peve_00011584, Peve_00011590, Peve_00022972
OG0017788			Peve_00011653, Peve_00011654, Peve_00027221
OG0017789			Peve_00011709, Peve_00024168, Peve_00043191
OG0017790			Peve_00011929, Peve_00011938, Peve_00026167
OG0017791			Peve_00011991, Peve_00011993, Peve_00015616
OG0017792			Peve_00012060, Peve_00043877, Peve_00043882
OG0017793			Peve_00012065, Peve_00012188, Peve_00041332
OG0017794			Peve_00012072, Peve_00016180, Peve_00020759
OG0017795			Peve_00012148, Peve_00037650, Peve_00038786
OG0017796			Peve_00012155, Peve_00019642, Peve_00019643
OG0017797			Peve_00012311, Peve_00012312, Peve_00025432
OG0017798			Peve_00012364, Peve_00029997, Peve_00041526
OG0017799			Peve_00012560, Peve_00016583, Peve_00016586
OG0017800			Peve_00012678, Peve_00032218, Peve_00032219
OG0017801			Peve_00012789, Peve_00012790, Peve_00012793
OG0017802			Peve_00012843, Peve_00028004, Peve_00028005
OG0017803			Peve_00012857, Peve_00012863, Peve_00042923
OG0017804			Peve_00013018, Peve_00030540, Peve_00030541
OG0017805			Peve_00013019, Peve_00038431, Peve_00038433
