Coords	Name	MIRNA	sRNA-POC-47-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-48-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-50-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-53-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG	sRNA-POC-57-S1-TP2_R1_001.fastp-R1-31bp-auto_adapters-polyG
Pocillopora_meandrina_HIv1___Sc0000032:1293439-1293865	Cluster_6749	N	29	56	21	132	170
Pocillopora_meandrina_HIv1___Sc0000032:1332113-1332533	Cluster_6750	N	81	0	8	12	2
Pocillopora_meandrina_HIv1___Sc0000032:1333095-1333525	Cluster_6751	N	108	20	14	178	14
Pocillopora_meandrina_HIv1___Sc0000032:1334774-1335201	Cluster_6752	N	22	16	0	61	2
Pocillopora_meandrina_HIv1___Sc0000032:1335767-1336197	Cluster_6753	N	82	45	67	349	8
Pocillopora_meandrina_HIv1___Sc0000032:1336657-1337342	Cluster_6754	N	252	35	249	138	29
Pocillopora_meandrina_HIv1___Sc0000032:1338475-1339347	Cluster_6755	N	243	178	381	348	20
Pocillopora_meandrina_HIv1___Sc0000032:1553445-1553862	Cluster_6756	N	139	555	83	963	1419
Pocillopora_meandrina_HIv1___Sc0000032:1645915-1646410	Cluster_6757	N	624	503	334	98	2
Pocillopora_meandrina_HIv1___Sc0000032:1728758-1729173	Cluster_6758	N	50	29	26	24	3
Pocillopora_meandrina_HIv1___Sc0000032:1742365-1742793	Cluster_6759	N	0	16	181	70	19
Pocillopora_meandrina_HIv1___Sc0000032:1830044-1830459	Cluster_6760	N	23	10	13	57	6
Pocillopora_meandrina_HIv1___Sc0000032:1873092-1873504	Cluster_6761	N	6	22	1	19	68
Pocillopora_meandrina_HIv1___Sc0000032:1891335-1891764	Cluster_6762	N	80	3	1	2	8
Pocillopora_meandrina_HIv1___Sc0000032:1959359-1959775	Cluster_6763	N	32	176	151	107	82
Pocillopora_meandrina_HIv1___Sc0000032:1972904-1973319	Cluster_6764	N	17	4	6	652	15
Pocillopora_meandrina_HIv1___Sc0000032:1997294-1997768	Cluster_6765	N	1162	1938	1082	1527	1817
Pocillopora_meandrina_HIv1___Sc0000032:2061737-2062151	Cluster_6766	N	0	4	0	0	76
Pocillopora_meandrina_HIv1___Sc0000032:2121789-2122217	Cluster_6767	N	1	0	102	0	0
Pocillopora_meandrina_HIv1___Sc0000032:2230250-2230655	Cluster_6768	N	188	0	1	3	1
Pocillopora_meandrina_HIv1___Sc0000032:2274256-2274682	Cluster_6769	N	37	71	3	30	42
Pocillopora_meandrina_HIv1___Sc0000032:2345793-2346198	Cluster_6770	N	34	1	75	68	16
Pocillopora_meandrina_HIv1___Sc0000032:2346303-2346719	Cluster_6771	N	51	3	119	104	16
Pocillopora_meandrina_HIv1___Sc0000032:2347077-2347498	Cluster_6772	N	31	3	102	67	27
Pocillopora_meandrina_HIv1___Sc0000032:2348233-2348659	Cluster_6773	N	12	0	118	12	21
Pocillopora_meandrina_HIv1___Sc0000032:2375641-2376069	Cluster_6774	N	65	5	90	83	4
Pocillopora_meandrina_HIv1___Sc0000032:2376095-2376521	Cluster_6775	N	2	112	6	203	8
Pocillopora_meandrina_HIv1___Sc0000032:2378160-2378587	Cluster_6776	N	0	26	0	144	1
Pocillopora_meandrina_HIv1___Sc0000032:2412513-2412940	Cluster_6777	N	13	13	23	96	53
Pocillopora_meandrina_HIv1___Sc0000032:2414696-2415381	Cluster_6778	N	27	80	45	208	60
Pocillopora_meandrina_HIv1___Sc0000032:2415529-2415942	Cluster_6779	N	5	34	23	98	51
Pocillopora_meandrina_HIv1___Sc0000032:2416192-2416613	Cluster_6780	N	3	10	1	115	113
Pocillopora_meandrina_HIv1___Sc0000032:2453613-2454032	Cluster_6781	N	129	5	13	2	10
Pocillopora_meandrina_HIv1___Sc0000032:2461526-2463349	Cluster_6782	N	11694	3519	4421	4863	2008
Pocillopora_meandrina_HIv1___Sc0000032:2596196-2596611	Cluster_6783	N	26	190	6	122	92
Pocillopora_meandrina_HIv1___Sc0000032:2788210-2789661	Cluster_6784	N	310	331	223	646	302
Pocillopora_meandrina_HIv1___Sc0000032:2789881-2790538	Cluster_6785	N	391	77	275	249	180
Pocillopora_meandrina_HIv1___Sc0000032:2790590-2791202	Cluster_6786	N	349	5	77	95	22
Pocillopora_meandrina_HIv1___Sc0000032:2880680-2881094	Cluster_6787	N	25	65	24	16	21
Pocillopora_meandrina_HIv1___Sc0000032:3114106-3114517	Cluster_6788	N	15	19	18	29	59
Pocillopora_meandrina_HIv1___Sc0000032:3128253-3128667	Cluster_6789	N	1	1	56	19	0
Pocillopora_meandrina_HIv1___Sc0000032:3147841-3148258	Cluster_6790	N	23	66	108	42	82
Pocillopora_meandrina_HIv1___Sc0000032:3170645-3171054	Cluster_6791	N	34	71	1	46	33
Pocillopora_meandrina_HIv1___Sc0000032:3217472-3217899	Cluster_6792	N	1	8	0	82	5
Pocillopora_meandrina_HIv1___Sc0000032:3385327-3385741	Cluster_6793	N	5	39	8	20	12
Pocillopora_meandrina_HIv1___Sc0000032:3521771-3522185	Cluster_6794	N	4	24	10	56	77
Pocillopora_meandrina_HIv1___Sc0000033:64932-65347	Cluster_6795	N	0	0	1	51	83
Pocillopora_meandrina_HIv1___Sc0000033:189713-190129	Cluster_6796	N	610	136	425	136	153
Pocillopora_meandrina_HIv1___Sc0000033:205780-206208	Cluster_6797	N	31	34	12	4	35
Pocillopora_meandrina_HIv1___Sc0000033:352602-353035	Cluster_6798	N	6996	1785	4303	5634	274
Pocillopora_meandrina_HIv1___Sc0000033:510947-511358	Cluster_6799	N	2	21	1	12	46
Pocillopora_meandrina_HIv1___Sc0000033:512579-513003	Cluster_6800	N	117	5	9	6	3
Pocillopora_meandrina_HIv1___Sc0000033:534254-534684	Cluster_6801	N	331	5	4	14	0
Pocillopora_meandrina_HIv1___Sc0000033:534887-535315	Cluster_6802	N	30	1	24	74	5
Pocillopora_meandrina_HIv1___Sc0000033:542928-544164	Cluster_6803	N	2315	1027	1175	650	17
Pocillopora_meandrina_HIv1___Sc0000033:586365-586785	Cluster_6804	N	88	1	1	21	16
Pocillopora_meandrina_HIv1___Sc0000033:588868-589295	Cluster_6805	N	86	6	28	31	3
Pocillopora_meandrina_HIv1___Sc0000033:601778-602205	Cluster_6806	N	84	5	22	26	7
Pocillopora_meandrina_HIv1___Sc0000033:614818-615245	Cluster_6807	N	77	6	21	29	3
Pocillopora_meandrina_HIv1___Sc0000033:640337-640764	Cluster_6808	N	93	3	18	33	4
Pocillopora_meandrina_HIv1___Sc0000033:659174-659761	Cluster_6809	N	184	90	177	3235	13
Pocillopora_meandrina_HIv1___Sc0000033:660541-660951	Cluster_6810	N	26	94	44	9	11
Pocillopora_meandrina_HIv1___Sc0000033:661527-662065	Cluster_6811	N	174	0	124	248	2
Pocillopora_meandrina_HIv1___Sc0000033:670512-670940	Cluster_6812	N	31	20	138	206	3
Pocillopora_meandrina_HIv1___Sc0000033:677264-677694	Cluster_6813	N	326	0	0	0	1
Pocillopora_meandrina_HIv1___Sc0000033:683227-683663	Cluster_6814	N	25328	3202	7913	14535	588
Pocillopora_meandrina_HIv1___Sc0000033:703744-704547	Cluster_6815	N	120	34	29	39	9
Pocillopora_meandrina_HIv1___Sc0000033:719371-719799	Cluster_6816	N	64	14	2	16	1
Pocillopora_meandrina_HIv1___Sc0000033:719973-720403	Cluster_6817	N	231	64	0	671	0
Pocillopora_meandrina_HIv1___Sc0000033:743365-743782	Cluster_6818	N	5	41	4	78	6
Pocillopora_meandrina_HIv1___Sc0000033:747341-747769	Cluster_6819	N	39	30	166	3	2
Pocillopora_meandrina_HIv1___Sc0000033:778352-778780	Cluster_6820	N	273	20	320	95	23
Pocillopora_meandrina_HIv1___Sc0000033:789485-789913	Cluster_6821	N	44	23	150	6	9
Pocillopora_meandrina_HIv1___Sc0000033:794098-794535	Cluster_6822	N	22	186	53	24	6
Pocillopora_meandrina_HIv1___Sc0000033:809830-810258	Cluster_6823	N	31	25	161	3	5
Pocillopora_meandrina_HIv1___Sc0000033:819636-820064	Cluster_6824	N	43	23	145	1	2
Pocillopora_meandrina_HIv1___Sc0000033:831472-831899	Cluster_6825	N	75	8	32	21	4
Pocillopora_meandrina_HIv1___Sc0000033:848924-849351	Cluster_6826	N	0	0	164	0	1
Pocillopora_meandrina_HIv1___Sc0000033:864987-865401	Cluster_6827	N	0	14	0	45	51
Pocillopora_meandrina_HIv1___Sc0000033:1073974-1074484	Cluster_6828	N	758	506	639	495	523
Pocillopora_meandrina_HIv1___Sc0000033:1123428-1123881	Cluster_6829	N	515	210	221	269	146
Pocillopora_meandrina_HIv1___Sc0000033:1435427-1435837	Cluster_6830	N	132	0	0	0	0
Pocillopora_meandrina_HIv1___Sc0000033:1528802-1529229	Cluster_6831	N	30	82	0	32	36
Pocillopora_meandrina_HIv1___Sc0000033:1641803-1642213	Cluster_6832	N	44	1	7	52	6
Pocillopora_meandrina_HIv1___Sc0000033:1652824-1653254	Cluster_6833	N	21	306	128	129	63
Pocillopora_meandrina_HIv1___Sc0000033:1653605-1654020	Cluster_6834	N	10	39	21	56	21
Pocillopora_meandrina_HIv1___Sc0000033:1655295-1655800	Cluster_6835	N	23	52	211	253	62
Pocillopora_meandrina_HIv1___Sc0000033:1687808-1688227	Cluster_6836	N	14	0	420	7	24
Pocillopora_meandrina_HIv1___Sc0000033:1689820-1690239	Cluster_6837	N	1	1	129	0	0
Pocillopora_meandrina_HIv1___Sc0000033:1752364-1752775	Cluster_6838	N	2	1	4	79	0
Pocillopora_meandrina_HIv1___Sc0000033:1935370-1935788	Cluster_6839	N	3145	2465	2824	1399	727
Pocillopora_meandrina_HIv1___Sc0000033:2087740-2088163	Cluster_6840	N	23	124	15	13	14
Pocillopora_meandrina_HIv1___Sc0000033:2088176-2088602	Cluster_6841	N	42	105	7	9	6
Pocillopora_meandrina_HIv1___Sc0000033:2089469-2090403	Cluster_6842	N	322	393	100	61	116
Pocillopora_meandrina_HIv1___Sc0000033:2227624-2228244	Cluster_6843	N	443	300	34	18	3
Pocillopora_meandrina_HIv1___Sc0000033:2528641-2529053	Cluster_6844	N	45	4	68	0	0
Pocillopora_meandrina_HIv1___Sc0000033:2557559-2557973	Cluster_6845	N	7	24	10	28	64
Pocillopora_meandrina_HIv1___Sc0000033:2647969-2648391	Cluster_6846	N	16	40	19	58	128
Pocillopora_meandrina_HIv1___Sc0000033:2718101-2718522	Cluster_6847	N	14	49	33	54	176
Pocillopora_meandrina_HIv1___Sc0000033:2718874-2719527	Cluster_6848	N	25	141	36	127	328
Pocillopora_meandrina_HIv1___Sc0000033:2866423-2867925	Cluster_6849	N	622	321	353	250	223
Pocillopora_meandrina_HIv1___Sc0000033:2891328-2891743	Cluster_6850	N	3	5	3	34	97
Pocillopora_meandrina_HIv1___Sc0000033:2894610-2895027	Cluster_6851	N	51	0	13	69	1
Pocillopora_meandrina_HIv1___Sc0000033:2910222-2910663	Cluster_6852	N	88	24	54	382	5
Pocillopora_meandrina_HIv1___Sc0000033:2921411-2921823	Cluster_6853	N	5	24	18	25	7
Pocillopora_meandrina_HIv1___Sc0000033:3000626-3001042	Cluster_6854	N	76	19	82	44	18
Pocillopora_meandrina_HIv1___Sc0000033:3079769-3080198	Cluster_6855	N	112	31	31	25	7
Pocillopora_meandrina_HIv1___Sc0000033:3082788-3083402	Cluster_6856	N	96	22	63	446	33
Pocillopora_meandrina_HIv1___Sc0000033:3084271-3084715	Cluster_6857	N	307	15	106	107	48
Pocillopora_meandrina_HIv1___Sc0000033:3084987-3085943	Cluster_6858	N	298	1051	124	476	97
Pocillopora_meandrina_HIv1___Sc0000033:3086920-3087460	Cluster_6859	N	331	33	13	939	273
Pocillopora_meandrina_HIv1___Sc0000033:3093993-3096069	Cluster_6860	N	1225	1217	330	10477	1253
Pocillopora_meandrina_HIv1___Sc0000033:3096364-3096844	Cluster_6861	N	115	68	29	191	15
Pocillopora_meandrina_HIv1___Sc0000033:3096865-3097773	Cluster_6862	N	384	181	73	797	23
Pocillopora_meandrina_HIv1___Sc0000033:3098436-3101538	Cluster_6863	N	3425	1834	706	1274	1886
Pocillopora_meandrina_HIv1___Sc0000033:3101625-3102135	Cluster_6864	N	3099	1360	372	1343	1610
Pocillopora_meandrina_HIv1___Sc0000033:3102350-3102782	Cluster_6865	N	2019	902	12	119	96
Pocillopora_meandrina_HIv1___Sc0000033:3102834-3103842	Cluster_6866	N	834	58	160	134	42
Pocillopora_meandrina_HIv1___Sc0000033:3103948-3104677	Cluster_6867	N	877	543	1169	658	116
Pocillopora_meandrina_HIv1___Sc0000033:3104763-3110347	Cluster_6868	N	10551	5436	6825	6124	2134
Pocillopora_meandrina_HIv1___Sc0000033:3110696-3111545	Cluster_6869	N	798	40	426	245	29
Pocillopora_meandrina_HIv1___Sc0000033:3111595-3112752	Cluster_6870	N	994	168	367	634	279
Pocillopora_meandrina_HIv1___Sc0000033:3112803-3117488	Cluster_6871	N	14296	7399	20641	13557	6578
Pocillopora_meandrina_HIv1___Sc0000033:3117976-3118918	Cluster_6872	N	9191	4314	11861	366	1438
Pocillopora_meandrina_HIv1___Sc0000033:3119235-3125163	Cluster_6873	N	23790	10724	25179	17999	11660
Pocillopora_meandrina_HIv1___Sc0000033:3125753-3126547	Cluster_6874	N	778	232	499	217	96
Pocillopora_meandrina_HIv1___Sc0000033:3126776-3127230	Cluster_6875	N	137	25	106	24	32
Pocillopora_meandrina_HIv1___Sc0000033:3127267-3129880	Cluster_6876	N	3822	552	1028	696	1964
Pocillopora_meandrina_HIv1___Sc0000033:3130174-3130636	Cluster_6877	N	84	62	142	59	31
Pocillopora_meandrina_HIv1___Sc0000034:33075-33504	Cluster_6878	N	10	10	445	338	2
Pocillopora_meandrina_HIv1___Sc0000034:106992-107419	Cluster_6879	N	140	4	1	4	6
Pocillopora_meandrina_HIv1___Sc0000034:167436-167927	Cluster_6880	N	4533	8526	4807	9075	8521
Pocillopora_meandrina_HIv1___Sc0000034:215119-215548	Cluster_6881	N	7	3	8	487	17
Pocillopora_meandrina_HIv1___Sc0000034:217331-217746	Cluster_6882	N	36	34	81	44	3
Pocillopora_meandrina_HIv1___Sc0000034:218602-219029	Cluster_6883	N	33	2	33	66	52
Pocillopora_meandrina_HIv1___Sc0000034:233015-234459	Cluster_6884	N	21	546	1508	1735	516
Pocillopora_meandrina_HIv1___Sc0000034:234969-235374	Cluster_6885	N	88	7	39	61	20
Pocillopora_meandrina_HIv1___Sc0000034:236155-236577	Cluster_6886	N	58	48	58	70	42
Pocillopora_meandrina_HIv1___Sc0000034:251674-252102	Cluster_6887	N	18	41	9	9	81
Pocillopora_meandrina_HIv1___Sc0000034:252438-252864	Cluster_6888	N	2	152	3	2	31
Pocillopora_meandrina_HIv1___Sc0000034:254737-255177	Cluster_6889	N	2	30	141	3	35
Pocillopora_meandrina_HIv1___Sc0000034:264353-264780	Cluster_6890	N	106	4	34	16	20
Pocillopora_meandrina_HIv1___Sc0000034:268956-269690	Cluster_6891	N	43	15	139	26	157
Pocillopora_meandrina_HIv1___Sc0000034:273601-274030	Cluster_6892	N	9	2	234	14	7
Pocillopora_meandrina_HIv1___Sc0000034:281232-281664	Cluster_6893	N	36	11	19	3433	9
Pocillopora_meandrina_HIv1___Sc0000034:284152-284563	Cluster_6894	N	52	10	17	24	18
Pocillopora_meandrina_HIv1___Sc0000034:300245-301292	Cluster_6895	N	175	243	661	162	3330
Pocillopora_meandrina_HIv1___Sc0000034:304345-304926	Cluster_6896	N	122	1	226	81	15
Pocillopora_meandrina_HIv1___Sc0000034:306994-307423	Cluster_6897	N	115	12	123	30	51
Pocillopora_meandrina_HIv1___Sc0000034:309422-309848	Cluster_6898	N	106	14	118	57	36
Pocillopora_meandrina_HIv1___Sc0000034:309881-310309	Cluster_6899	N	234	18	83	62	19
Pocillopora_meandrina_HIv1___Sc0000034:310314-311240	Cluster_6900	N	813	57	897	247	150
Pocillopora_meandrina_HIv1___Sc0000034:311485-311999	Cluster_6901	N	178	23	246	61	95
Pocillopora_meandrina_HIv1___Sc0000034:377601-378031	Cluster_6902	N	689	30	26	104	81
Pocillopora_meandrina_HIv1___Sc0000034:408804-409230	Cluster_6903	N	3	92	1	52	7
Pocillopora_meandrina_HIv1___Sc0000034:443822-444250	Cluster_6904	N	69	14	31	53	23
Pocillopora_meandrina_HIv1___Sc0000034:564007-564436	Cluster_6905	N	394	190	485	2169	69
Pocillopora_meandrina_HIv1___Sc0000034:674187-674617	Cluster_6906	N	29	15	83	115	21
Pocillopora_meandrina_HIv1___Sc0000034:832826-833649	Cluster_6907	N	1225	97	447	168	10
Pocillopora_meandrina_HIv1___Sc0000034:864097-864526	Cluster_6908	N	0	1	0	99	0
Pocillopora_meandrina_HIv1___Sc0000034:909162-909585	Cluster_6909	N	6	0	63	27	0
Pocillopora_meandrina_HIv1___Sc0000034:1151290-1151705	Cluster_6910	N	0	1	2	0	612
Pocillopora_meandrina_HIv1___Sc0000034:1411821-1412247	Cluster_6911	N	4	74	0	0	0
Pocillopora_meandrina_HIv1___Sc0000034:1690392-1690810	Cluster_6912	N	115	41	195	89	31
Pocillopora_meandrina_HIv1___Sc0000034:1758628-1759046	Cluster_6913	N	5	20	17	36	1
Pocillopora_meandrina_HIv1___Sc0000034:2059786-2060212	Cluster_6914	N	62	6	92	68	29
Pocillopora_meandrina_HIv1___Sc0000034:2060450-2061107	Cluster_6915	N	376	76	250	221	265
Pocillopora_meandrina_HIv1___Sc0000034:2061327-2061780	Cluster_6916	N	24	91	77	174	50
Pocillopora_meandrina_HIv1___Sc0000034:2061906-2062548	Cluster_6917	N	125	34	39	145	224
Pocillopora_meandrina_HIv1___Sc0000034:2161718-2162203	Cluster_6918	N	183	100	72	13	19
Pocillopora_meandrina_HIv1___Sc0000034:2221418-2221853	Cluster_6919	N	248	404	150	375	541
Pocillopora_meandrina_HIv1___Sc0000034:2262728-2263202	Cluster_6920	N	92	49	41	106	95
Pocillopora_meandrina_HIv1___Sc0000034:2306697-2307111	Cluster_6921	N	0	0	17	2688	17
Pocillopora_meandrina_HIv1___Sc0000034:2382669-2383084	Cluster_6922	N	13	22	3	29	115
Pocillopora_meandrina_HIv1___Sc0000034:2440729-2441146	Cluster_6923	N	86	23	0	7	6
Pocillopora_meandrina_HIv1___Sc0000034:2515370-2515784	Cluster_6924	N	9	44	12	4	16
Pocillopora_meandrina_HIv1___Sc0000034:2581784-2582380	Cluster_6925	N	1260	507	1538	1162	1132
Pocillopora_meandrina_HIv1___Sc0000034:2626176-2626698	Cluster_6926	N	141	31	7	4	705
Pocillopora_meandrina_HIv1___Sc0000034:2727977-2728401	Cluster_6927	N	1	0	29	54	3
Pocillopora_meandrina_HIv1___Sc0000034:2746578-2747174	Cluster_6928	N	1165	526	1523	1236	1183
Pocillopora_meandrina_HIv1___Sc0000034:2812994-2813594	Cluster_6929	N	116	2538	13	70	29
Pocillopora_meandrina_HIv1___Sc0000034:2821751-2822178	Cluster_6930	N	83	5	122	14	15
Pocillopora_meandrina_HIv1___Sc0000034:2830459-2830887	Cluster_6931	N	1	153	1	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2836051-2836477	Cluster_6932	N	10	6	138	19	0
Pocillopora_meandrina_HIv1___Sc0000034:2850194-2850828	Cluster_6933	N	142	13	22	452	14
Pocillopora_meandrina_HIv1___Sc0000034:2851262-2853851	Cluster_6934	N	3053	1222	727	2961	383
Pocillopora_meandrina_HIv1___Sc0000034:2867937-2868716	Cluster_6935	N	12	1	252	4	8
Pocillopora_meandrina_HIv1___Sc0000034:2904544-2905250	Cluster_6936	N	138	129	90	70	10
Pocillopora_meandrina_HIv1___Sc0000034:2907196-2907622	Cluster_6937	N	102	47	9	7	4
Pocillopora_meandrina_HIv1___Sc0000034:2908286-2909080	Cluster_6938	N	1096	481	49	748	12
Pocillopora_meandrina_HIv1___Sc0000034:2910217-2910645	Cluster_6939	N	79	33	36	70	4
Pocillopora_meandrina_HIv1___Sc0000034:2937155-2937903	Cluster_6940	N	424	16	260	91	63
Pocillopora_meandrina_HIv1___Sc0000034:2946021-2946444	Cluster_6941	N	1	0	81	1	0
Pocillopora_meandrina_HIv1___Sc0000034:2950488-2950915	Cluster_6942	N	2	0	103	0	1
Pocillopora_meandrina_HIv1___Sc0000034:2954955-2955382	Cluster_6943	N	1	0	99	0	0
Pocillopora_meandrina_HIv1___Sc0000034:2959422-2959849	Cluster_6944	N	1	0	108	2	0
Pocillopora_meandrina_HIv1___Sc0000034:2963889-2964316	Cluster_6945	N	1	0	102	1	0
Pocillopora_meandrina_HIv1___Sc0000034:2976051-2976606	Cluster_6946	N	1560	312	627	651	236
Pocillopora_meandrina_HIv1___Sc0000034:2982324-2982752	Cluster_6947	N	53	2	16	163	13
Pocillopora_meandrina_HIv1___Sc0000034:3000361-3000809	Cluster_6948	N	0	96	272	0	3
Pocillopora_meandrina_HIv1___Sc0000034:3068438-3068854	Cluster_6949	N	87	0	0	21	3
Pocillopora_meandrina_HIv1___Sc0000034:3069260-3069686	Cluster_6950	N	146	0	0	1	0
Pocillopora_meandrina_HIv1___Sc0000035:64573-65002	Cluster_6951	N	93	134	201	7	6
Pocillopora_meandrina_HIv1___Sc0000035:67998-68407	Cluster_6952	N	1	70	46	0	1
Pocillopora_meandrina_HIv1___Sc0000035:144281-144705	Cluster_6953	N	44	0	1	6	102
Pocillopora_meandrina_HIv1___Sc0000035:148904-149783	Cluster_6954	N	388	28	409	50	132
Pocillopora_meandrina_HIv1___Sc0000035:214892-215320	Cluster_6955	N	0	0	0	147	2
Pocillopora_meandrina_HIv1___Sc0000035:218978-219411	Cluster_6956	N	126	1	367	467	63
Pocillopora_meandrina_HIv1___Sc0000035:220024-220453	Cluster_6957	N	0	2	14	161	34
Pocillopora_meandrina_HIv1___Sc0000035:271304-271753	Cluster_6958	N	8	26	25	182	1
Pocillopora_meandrina_HIv1___Sc0000035:271912-272396	Cluster_6959	N	35	56	115	127	2
Pocillopora_meandrina_HIv1___Sc0000035:272673-275080	Cluster_6960	N	803	602	1078	1684	89
Pocillopora_meandrina_HIv1___Sc0000035:275353-276534	Cluster_6961	N	391	182	379	552	122
Pocillopora_meandrina_HIv1___Sc0000035:277387-278553	Cluster_6962	N	198	434	134	496	83
Pocillopora_meandrina_HIv1___Sc0000035:282145-282573	Cluster_6963	N	4	207	22	31	49
Pocillopora_meandrina_HIv1___Sc0000035:307392-307929	Cluster_6964	N	1	201	93	39	5
Pocillopora_meandrina_HIv1___Sc0000035:307939-308348	Cluster_6965	N	0	0	51	0	57
Pocillopora_meandrina_HIv1___Sc0000035:309346-309764	Cluster_6966	N	0	0	77	2	41
Pocillopora_meandrina_HIv1___Sc0000035:309813-310471	Cluster_6967	N	3	8	82	99	63
Pocillopora_meandrina_HIv1___Sc0000035:412062-412557	Cluster_6968	N	287	123	391	38	105
Pocillopora_meandrina_HIv1___Sc0000035:578022-578474	Cluster_6969	N	10	40	21	158	1
Pocillopora_meandrina_HIv1___Sc0000035:578632-579116	Cluster_6970	N	42	47	129	138	2
Pocillopora_meandrina_HIv1___Sc0000035:579393-581800	Cluster_6971	N	768	591	1001	1629	123
Pocillopora_meandrina_HIv1___Sc0000035:582073-583254	Cluster_6972	N	394	181	368	606	115
Pocillopora_meandrina_HIv1___Sc0000035:583270-583699	Cluster_6973	N	240	20	53	25	35
Pocillopora_meandrina_HIv1___Sc0000035:584116-585285	Cluster_6974	N	1798	409	1152	403	81
Pocillopora_meandrina_HIv1___Sc0000035:593477-593906	Cluster_6975	N	5	2	2	1763	3
Pocillopora_meandrina_HIv1___Sc0000035:667123-667543	Cluster_6976	N	96	0	2	3	2
Pocillopora_meandrina_HIv1___Sc0000035:672253-672704	Cluster_6977	N	7	33	19	149	1
Pocillopora_meandrina_HIv1___Sc0000035:676390-676792	Cluster_6978	N	100	1	0	0	1
Pocillopora_meandrina_HIv1___Sc0000035:677759-678185	Cluster_6979	N	1	40	46	78	0
Pocillopora_meandrina_HIv1___Sc0000035:757961-758385	Cluster_6980	N	65	12	0	31	5
Pocillopora_meandrina_HIv1___Sc0000035:763025-763445	Cluster_6981	N	41	0	7	87	0
Pocillopora_meandrina_HIv1___Sc0000035:954470-955072	Cluster_6982	N	640	0	4	1	53
Pocillopora_meandrina_HIv1___Sc0000035:964606-965035	Cluster_6983	N	9	3	155	7	1
Pocillopora_meandrina_HIv1___Sc0000035:981170-981716	Cluster_6984	N	194	1052	1055	0	201
Pocillopora_meandrina_HIv1___Sc0000035:1000950-1001371	Cluster_6985	N	2068	4191	5269	1533	501
Pocillopora_meandrina_HIv1___Sc0000035:1080556-1080981	Cluster_6986	N	0	3	1	99	0
Pocillopora_meandrina_HIv1___Sc0000035:1143856-1144329	Cluster_6987	N	181	445	297	373	349
Pocillopora_meandrina_HIv1___Sc0000035:1144745-1145576	Cluster_6988	N	553	1229	707	1023	1511
Pocillopora_meandrina_HIv1___Sc0000035:1146812-1147303	Cluster_6989	N	38	67	26	146	467
Pocillopora_meandrina_HIv1___Sc0000035:1472155-1473310	Cluster_6990	N	421	133	58	309	71
Pocillopora_meandrina_HIv1___Sc0000035:1473587-1474099	Cluster_6991	N	215	108	20	321	63
Pocillopora_meandrina_HIv1___Sc0000035:1474136-1474899	Cluster_6992	N	176	26	3	128	16
Pocillopora_meandrina_HIv1___Sc0000035:1475094-1475522	Cluster_6993	N	139	73	57	414	25
Pocillopora_meandrina_HIv1___Sc0000035:1581037-1581465	Cluster_6994	N	7	0	151	9	29
Pocillopora_meandrina_HIv1___Sc0000035:1582197-1582621	Cluster_6995	N	28	0	112	56	22
Pocillopora_meandrina_HIv1___Sc0000035:1582979-1583395	Cluster_6996	N	31	1	117	91	14
Pocillopora_meandrina_HIv1___Sc0000035:1583480-1583908	Cluster_6997	N	37	1	86	72	15
Pocillopora_meandrina_HIv1___Sc0000035:1989820-1989912	Cluster_6998	Y	1268	1019	882	751	657
Pocillopora_meandrina_HIv1___Sc0000035:2054959-2055375	Cluster_6999	N	0	0	2	163	0
Pocillopora_meandrina_HIv1___Sc0000035:2146801-2147217	Cluster_7000	N	0	0	0	185	1
Pocillopora_meandrina_HIv1___Sc0000035:2501614-2502039	Cluster_7001	N	15	36	18	61	11
Pocillopora_meandrina_HIv1___Sc0000035:2621578-2621996	Cluster_7002	N	506	635	178	1101	978
Pocillopora_meandrina_HIv1___Sc0000035:2674927-2675334	Cluster_7003	N	92	4	19	28	38
Pocillopora_meandrina_HIv1___Sc0000035:2675729-2676156	Cluster_7004	N	113	16	29	55	17
Pocillopora_meandrina_HIv1___Sc0000035:2743900-2744864	Cluster_7005	N	1387	803	24	23	71
Pocillopora_meandrina_HIv1___Sc0000035:2746978-2747526	Cluster_7006	N	233	32	30	10	311
Pocillopora_meandrina_HIv1___Sc0000036:84755-86650	Cluster_7007	N	4281	1638	2362	1289	1134
Pocillopora_meandrina_HIv1___Sc0000036:86686-89407	Cluster_7008	N	3746	1906	1629	2604	1604
Pocillopora_meandrina_HIv1___Sc0000036:220603-221016	Cluster_7009	N	6	31	14	13	16
Pocillopora_meandrina_HIv1___Sc0000036:651439-651920	Cluster_7010	N	203	45	123	108	216
Pocillopora_meandrina_HIv1___Sc0000036:714467-714876	Cluster_7011	N	73	40	18	51	33
Pocillopora_meandrina_HIv1___Sc0000036:801362-801777	Cluster_7012	N	0	2	0	0	1761
