# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-a" "Apul_lncRNA_for_counts.gtf" "-t" "lncRNA" "-g" "gene_id" "-o" "Apul_lncRNA_counts_matrix.txt" "RNA-ACR-140-S1-TP2.bam" "RNA-ACR-145-S1-TP2.bam" "RNA-ACR-150-S1-TP2.bam" "RNA-ACR-173-S1-TP2.bam" "RNA-ACR-178-S1-TP2.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA-ACR-140-S1-TP2.bam	RNA-ACR-145-S1-TP2.bam	RNA-ACR-150-S1-TP2.bam	RNA-ACR-173-S1-TP2.bam	RNA-ACR-178-S1-TP2.bam
lncRNA_14434	NW_025322882.1	81733	82332	+	600	0	0	0	0	1
lncRNA_14435	NW_025322882.1	17598	24479	+	6882	0	0	0	0	0
lncRNA_14436	NW_025322882.1	8926	9161	+	236	0	0	0	0	25
lncRNA_14437	NW_025322882.1	11154	11453	+	300	0	0	0	0	29
lncRNA_14438	NW_025322882.1	29303	29848	+	546	0	0	0	0	31
lncRNA_14439	NW_025322882.1	32936	33394	+	459	0	0	0	0	97
lncRNA_14440	NW_025322882.1	42410	42620	+	211	90	40	60	193	79
lncRNA_14441	NW_025322882.1	45980	46397	+	418	0	0	0	0	44
lncRNA_14442	NW_025322882.1	68149	68922	+	774	55	0	16	2	157
lncRNA_14443	NW_025322882.1	71203	71485	+	283	7	4	10	26	4
lncRNA_14444	NW_025322882.1	76950	77184	+	235	0	0	0	0	16
lncRNA_14445	NW_025322884.1	25209	27356	+	2148	0	0	0	0	0
lncRNA_14446	NW_025322884.1	25230	27356	+	2127	0	0	0	0	0
lncRNA_14447	NW_025322884.1	15519	15770	+	252	0	14	0	0	0
lncRNA_14448	NW_025322884.1	24713	24985	+	273	10	22	11	19	7
lncRNA_14449	NW_025322884.1	93487	93877	+	391	0	5	5	2	18
lncRNA_14450	NW_025322885.1	17820	18567	+	748	41	2	108	14	372
lncRNA_14451	NW_025322885.1	7166	7560	+	395	0	21	0	16	8
lncRNA_14452	NW_025322885.1	14091	14746	+	656	60	0	12	6	36
lncRNA_14453	NW_025322885.1	30316	30557	+	242	3	0	13	1	23
lncRNA_14454	NW_025322885.1	38229	38645	+	417	0	0	17	0	2
lncRNA_14455	NW_025322885.1	41933	42453	+	521	14	0	0	2	1
lncRNA_14456	NW_025322885.1	50353	50575	+	223	1	0	5	3	7
lncRNA_14457	NW_025322885.1	53134	53774	+	641	28	1	25	0	24
lncRNA_14458	NW_025322885.1	59123	59496	+	374	4	23	0	0	0
lncRNA_14459	NW_025322886.1	13434	13642	+	209	0	0	0	10	0
lncRNA_14460	NW_025322886.1	15140	15693	+	554	24	12	4	15	12
lncRNA_14461	NW_025322886.1	46149	46351	+	203	18	0	2	0	20
lncRNA_14462	NW_025322887.1	63128	63512	+	385	51	17	37	12	191
lncRNA_14463	NW_025322887.1	73894	74458	+	565	26	0	13	1	58
lncRNA_14464	NW_025322887.1	77293	77607	+	315	8	4	20	0	8
lncRNA_14465	NW_025322887.1	80497	81899	+	1403	10	23	4	11	34
lncRNA_14466	NW_025322887.1	83724	85304	+	1581	37	0	15	4	101
lncRNA_14467	NW_025322887.1	90657	91253	+	597	0	0	6	6	13
lncRNA_14468	NW_025322888.1	88249	93214	+	4966	4	29	31	34	302
lncRNA_14469	NW_025322888.1	91402	92916	+	1515	0	0	0	0	0
lncRNA_14470	NW_025322888.1	86951	87222	+	272	0	0	81	25	24
lncRNA_14471	NW_025322888.1	87484	87949	+	466	16	34	65	35	18
lncRNA_14472	NW_025322889.1	69752	72212	+	2461	43	0	0	32	4
lncRNA_14473	NW_025322889.1	78479	78727	+	249	20	0	5	5	15
lncRNA_14474	NW_025322890.1	19951	20272	+	322	95	71	9	105	111
lncRNA_14475	NW_025322890.1	23804	24060	+	257	4	2	14	20	40
lncRNA_14476	NW_025322890.1	73323	74363	+	1041	220	175	0	106	45
lncRNA_14477	NW_025322890.1	29703	32308	+	2606	1	0	0	0	2
lncRNA_14478	NW_025322890.1	30754	32308	+	1555	0	0	0	0	0
lncRNA_14479	NW_025322890.1	30858	32308	+	1451	0	0	0	0	0
lncRNA_14480	NW_025322890.1	31367	32308	+	942	0	0	0	0	0
lncRNA_14481	NW_025322890.1	31471	32308	+	838	0	0	0	0	0
lncRNA_14482	NW_025322890.1	35764	36169	+	406	0	0	1	0	15
lncRNA_14483	NW_025322890.1	39776	39978	+	203	0	0	0	6	86
lncRNA_14484	NW_025322890.1	44268	44771	+	504	14	9	2	0	92
lncRNA_14485	NW_025322890.1	45629	46094	+	466	1	0	5	0	23
lncRNA_14486	NW_025322890.1	72734	73033	+	300	49	137	0	5	30
lncRNA_14487	NW_025322891.1	7192	13218	+	6027	0	0	0	0	7
lncRNA_14488	NW_025322891.1	18150	24164	+	6015	0	0	0	0	0
lncRNA_14489	NW_025322891.1	71541	72355	+	815	0	0	0	0	0
lncRNA_14490	NW_025322891.1	17573	24100	+	6528	0	0	0	0	2
lncRNA_14491	NW_025322891.1	66039	72341	+	6303	0	1	6	0	44
lncRNA_14492	NW_025322892.1	70019	70298	+	280	0	0	0	16	0
lncRNA_14493	NW_025322892.1	27186	27612	+	427	34	5	8	8	6
lncRNA_14494	NW_025322892.1	20056	20472	+	417	2	0	11	2	142
lncRNA_14495	NW_025322892.1	48031	48775	+	745	16	25	0	6	31
lncRNA_14496	NW_025322892.1	49872	50582	+	711	34	2	24	16	37
lncRNA_14497	NW_025322892.1	80142	80358	+	217	13	2	0	6	0
lncRNA_14498	NW_025322893.1	28632	28908	+	277	0	0	0	10	20
lncRNA_14499	NW_025322893.1	72538	72763	+	226	0	0	10	0	0
lncRNA_14500	NW_025322894.1	1741	3086	+	1346	59	6	6	12	170
lncRNA_14501	NW_025322894.1	3567	3981	+	415	20	6	4	6	24
lncRNA_14502	NW_025322894.1	8676	10865	+	2190	47	42	28	132	84
lncRNA_14503	NW_025322894.1	20089	20362	+	274	0	0	1	10	12
lncRNA_14504	NW_025322894.1	22774	23318	+	545	2	3	0	16	34
lncRNA_14505	NW_025322894.1	28496	28945	+	450	1	0	0	5	2
lncRNA_14506	NW_025322894.1	30844	32022	+	1179	4	0	15	8	71
lncRNA_14507	NW_025322894.1	32611	32904	+	294	0	0	20	0	3
lncRNA_14508	NW_025322894.1	65995	66339	+	345	10	39	14	26	39
lncRNA_14509	NW_025322894.1	71894	72218	+	325	0	0	13	4	2
lncRNA_14510	NW_025322895.1	11002	11267	+	266	0	0	0	0	26
lncRNA_14511	NW_025322895.1	21901	22528	+	628	5	6	0	22	0
lncRNA_14512	NW_025322895.1	43052	43431	+	380	2	0	3	0	23
lncRNA_14513	NW_025322895.1	78205	78663	+	459	0	35	1	0	0
lncRNA_14514	NW_025322895.1	79832	80993	+	1162	280	313	4	1	17
lncRNA_14515	NW_025322896.1	10691	12481	+	1791	8	11	17	21	93
lncRNA_14516	NW_025322896.1	16931	17139	+	209	1	0	12	0	44
lncRNA_14517	NW_025322896.1	66804	67013	+	210	4	0	4	15	13
lncRNA_14518	NW_025322896.1	72913	73200	+	288	7	1	2	1	12
lncRNA_14519	NW_025322896.1	76523	77309	+	787	37	49	37	14	40
lncRNA_14520	NW_025322897.1	29118	29415	+	298	0	0	7	59	0
lncRNA_14521	NW_025322897.1	34603	35791	+	1189	1	7	8	49	0
lncRNA_14522	NW_025322897.1	3797	4188	+	392	1	0	0	0	7
lncRNA_14523	NW_025322897.1	5274	5479	+	206	31	14	5	33	2
lncRNA_14524	NW_025322897.1	7650	7881	+	232	0	0	0	0	11
lncRNA_14525	NW_025322897.1	15983	17616	+	1634	55	16	29	6	100
lncRNA_14526	NW_025322897.1	17867	18134	+	268	0	0	0	0	12
lncRNA_14527	NW_025322897.1	23157	23505	+	349	3	29	5	0	0
lncRNA_14528	NW_025322897.1	25523	26338	+	816	117	25	72	76	12
lncRNA_14529	NW_025322897.1	68248	68459	+	212	38	0	18	0	65
lncRNA_14530	NW_025322898.1	36060	36528	+	469	6	15	0	5	0
lncRNA_14531	NW_025322898.1	36280	36528	+	249	0	0	0	0	0
lncRNA_14532	NW_025322898.1	268	1172	+	905	0	1	8	2	48
lncRNA_14533	NW_025322898.1	8853	9074	+	222	0	2	1	0	2
lncRNA_14534	NW_025322898.1	32360	32794	+	435	8	11	3	12	0
lncRNA_14535	NW_025322898.1	34900	35830	+	931	50	71	40	65	14
lncRNA_14536	NW_025322899.1	66930	67698	+	769	78	64	14	3	8
lncRNA_14537	NW_025322899.1	45342	45631	+	290	0	22	0	0	0
lncRNA_14538	NW_025322899.1	56053	57027	+	975	0	0	0	3	27
lncRNA_14539	NW_025322899.1	68909	70062	+	1154	36	0	16	95	55
lncRNA_14540	NW_025322900.1	2001	2445	+	445	14	0	7	2	113
lncRNA_14541	NW_025322900.1	9389	10128	+	740	0	0	2	0	43
lncRNA_14542	NW_025322900.1	26607	26899	+	293	20	4	12	1	2
lncRNA_14543	NW_025322900.1	71563	73267	+	1705	88	2	10	7	151
lncRNA_14544	NW_025322901.1	66348	72982	+	6635	0	0	0	0	0
lncRNA_14545	NW_025322901.1	66356	72982	+	6627	0	0	0	0	0
lncRNA_14546	NW_025322902.1	23475	23706	+	232	0	0	0	2	34
lncRNA_14547	NW_025322902.1	54955	55254	+	300	6	0	4	6	9
lncRNA_14548	NW_025322902.1	67192	67982	+	791	2	6	0	2	38
lncRNA_14549	NW_025322904.1	32622	72631	+	40010	967	678	589	344	281
lncRNA_14550	NW_025322906.1	2927	3196	+	270	42	0	19	0	16
lncRNA_14551	NW_025322907.1	34634	35175	+	542	24	31	6	3	5
lncRNA_14552	NW_025322907.1	40261	40755	+	495	6	1	0	5	24
lncRNA_14553	NW_025322907.1	40994	41305	+	312	0	28	0	0	12
lncRNA_14554	NW_025322907.1	44784	45231	+	448	0	10	4	3	5
lncRNA_14555	NW_025322907.1	46107	47285	+	1179	2	6	6	6	22
lncRNA_14556	NW_025322908.1	8576	13933	+	5358	0	0	0	0	0
lncRNA_14557	NW_025322908.1	8584	13933	+	5350	0	0	0	0	0
lncRNA_14558	NW_025322908.1	67483	68881	+	1399	4	4	21	11	386
lncRNA_14559	NW_025322908.1	69135	69709	+	575	34	0	0	0	162
lncRNA_14560	NW_025322909.1	19460	19785	+	326	0	0	4	0	43
lncRNA_14561	NW_025322909.1	26242	26593	+	352	0	0	0	25	0
lncRNA_14562	NW_025322909.1	42591	42792	+	202	8	0	3	6	28
lncRNA_14563	NW_025322909.1	45539	45771	+	233	7	0	0	2	5
lncRNA_14564	NW_025322909.1	61969	63044	+	1076	0	0	24	82	0
lncRNA_14565	NW_025322909.1	64390	65137	+	748	22	7	48	19	18
lncRNA_14566	NW_025322910.1	15387	15748	+	362	0	0	0	0	4
lncRNA_14567	NW_025322911.1	5223	9885	+	4663	4	16	34	26	50
lncRNA_14568	NW_025322911.1	3014	3255	+	242	0	0	6	0	10
lncRNA_14569	NW_025322911.1	10092	10697	+	606	2	2	4	0	8
lncRNA_14570	NW_025322911.1	46521	47118	+	598	15	8	7	10	14
lncRNA_14571	NW_025322911.1	50249	51780	+	1532	12	0	21	1	63
lncRNA_14572	NW_025322911.1	53622	53904	+	283	164	13	208	42	405
lncRNA_14573	NW_025322911.1	54182	54393	+	212	2	0	2	0	7
lncRNA_14574	NW_025322912.1	1326	1567	+	242	14	0	3	3	55
lncRNA_14575	NW_025322912.1	11087	11303	+	217	2	0	14	0	9
lncRNA_14576	NW_025322912.1	12267	12587	+	321	11	6	1	5	22
lncRNA_14577	NW_025322912.1	12899	13509	+	611	1	0	27	0	0
lncRNA_14578	NW_025322913.1	11995	12295	+	301	0	0	0	0	10
lncRNA_14579	NW_025322913.1	12543	12875	+	333	2	0	2	0	8
lncRNA_14580	NW_025322913.1	22944	23237	+	294	19	6	0	0	63
lncRNA_14581	NW_025322913.1	28321	29125	+	805	6	21	62	18	20
lncRNA_14582	NW_025322913.1	56668	56965	+	298	0	0	0	0	8
lncRNA_14583	NW_025322914.1	16829	18822	+	1994	0	0	0	0	0
lncRNA_14584	NW_025322914.1	19811	30330	+	10520	0	0	0	0	0
lncRNA_14585	NW_025322914.1	22483	33622	+	11140	0	0	0	0	0
lncRNA_14586	NW_025322914.1	22493	45557	+	23065	0	0	0	0	0
lncRNA_14587	NW_025322914.1	31968	45557	+	13590	0	0	0	0	0
lncRNA_14588	NW_025322914.1	15505	20858	+	5354	54	0	35	3	73
lncRNA_14589	NW_025322914.1	15820	16088	+	269	0	0	0	0	0
lncRNA_14590	NW_025322914.1	16177	21183	+	5007	0	0	0	0	0
lncRNA_14591	NW_025322914.1	18939	52891	+	33953	0	0	0	0	0
lncRNA_14592	NW_025322914.1	32605	52115	+	19511	0	0	0	0	0
lncRNA_14593	NW_025322914.1	38481	56707	+	18227	79	1	26	1	178
lncRNA_14594	NW_025322915.1	6747	9297	+	2551	0	0	0	0	0
lncRNA_14595	NW_025322915.1	17092	18249	+	1158	2	6	5	0	1
lncRNA_14596	NW_025322915.1	6184	10705	+	4522	22	16	10	35	21
lncRNA_14597	NW_025322915.1	17298	18149	+	852	0	0	0	0	0
lncRNA_14598	NW_025322915.1	50863	51492	+	630	57	40	28	137	180
lncRNA_14599	NW_025322915.1	1715	2058	+	344	5	0	17	1	70
lncRNA_14600	NW_025322915.1	28438	28772	+	335	5	4	1	7	27
lncRNA_14601	NW_025322915.1	50452	50661	+	210	0	0	12	0	2
lncRNA_14602	NW_025322916.1	2733	3778	+	1046	10	13	31	0	0
lncRNA_14603	NW_025322917.1	327	2128	+	1802	10	0	4	0	69
lncRNA_14604	NW_025322917.1	6258	6508	+	251	0	0	4	0	2
lncRNA_14605	NW_025322917.1	11727	11992	+	266	0	8	0	5	0
lncRNA_14606	NW_025322917.1	42459	42838	+	380	18	0	0	7	2
lncRNA_14607	NW_025322918.1	10048	10254	+	207	0	0	0	6	18
lncRNA_14608	NW_025322918.1	12677	13008	+	332	8	0	17	4	3
lncRNA_14609	NW_025322918.1	15404	16335	+	932	48	7	1	6	3
lncRNA_14610	NW_025322918.1	17003	17316	+	314	0	15	18	0	0
lncRNA_14611	NW_025322919.1	53353	55205	+	1853	8	70	22	47	62
lncRNA_14612	NW_025322921.1	35660	35881	+	222	2	0	1	4	14
lncRNA_14613	NW_025322921.1	6904	7121	+	218	0	0	0	0	10
lncRNA_14614	NW_025322921.1	23659	24001	+	343	5	2	4	15	9
lncRNA_14615	NW_025322921.1	24895	25547	+	653	30	34	18	22	48
lncRNA_14616	NW_025322923.1	48	250	+	203	0	0	2	0	25
lncRNA_14617	NW_025322924.1	5313	6573	+	1261	23	0	7	27	75
lncRNA_14618	NW_025322924.1	32257	32624	+	368	63	45	38	28	17
lncRNA_14619	NW_025322924.1	47241	47459	+	219	0	0	2	1	15
lncRNA_14620	NW_025322924.1	48106	48428	+	323	1	0	0	1	16
lncRNA_14621	NW_025322924.1	53203	53412	+	210	10	0	20	0	28
lncRNA_14622	NW_025322925.1	5514	5733	+	220	26	1	2	0	0
lncRNA_14623	NW_025322925.1	22758	23002	+	245	3	2	0	14	39
lncRNA_14624	NW_025322925.1	23820	24136	+	317	1	1	2	0	31
lncRNA_14625	NW_025322925.1	26452	27024	+	573	63	1	40	0	154
lncRNA_14626	NW_025322925.1	49281	50318	+	1038	13	4	23	6	63
lncRNA_14627	NW_025322926.1	45713	53120	+	7408	18	12	4	16	17
lncRNA_14628	NW_025322926.1	50475	50904	+	430	0	0	0	0	0
lncRNA_14629	NW_025322926.1	51237	53278	+	2042	0	0	2	0	0
lncRNA_14630	NW_025322926.1	49786	52085	+	2300	0	0	0	0	0
lncRNA_14631	NW_025322926.1	22341	22666	+	326	0	0	3	14	3
lncRNA_14632	NW_025322926.1	35482	35977	+	496	5	492	4	76	467
lncRNA_14633	NW_025322927.1	1067	1326	+	260	12	4	3	3	5
lncRNA_14634	NW_025322928.1	4724	5243	+	520	127	2	55	3	255
lncRNA_14635	NW_025322928.1	35015	35355	+	341	8	0	0	0	14
lncRNA_14636	NW_025322928.1	37287	37689	+	403	0	0	0	0	10
lncRNA_14637	NW_025322928.1	40571	40822	+	252	0	0	10	0	12
lncRNA_14638	NW_025322928.1	47614	48822	+	1209	37	0	9	0	98
lncRNA_14639	NW_025322930.1	21235	21622	+	388	31	4	11	0	3
lncRNA_14640	NW_025322930.1	27073	27846	+	774	50	1	31	0	0
lncRNA_14641	NW_025322931.1	896	1770	+	875	0	9	16	0	15
lncRNA_14642	NW_025322931.1	17712	17918	+	207	0	0	5	0	5
lncRNA_14643	NW_025322931.1	38011	38240	+	230	0	0	11	0	0
lncRNA_14644	NW_025322931.1	38691	39115	+	425	2	16	7	48	40
lncRNA_14645	NW_025322932.1	624	1244	+	621	63	14	0	0	5
lncRNA_14646	NW_025322932.1	44880	45249	+	370	20	41	1	39	7
lncRNA_14647	NW_025322932.1	49943	50198	+	256	6	0	0	0	20
lncRNA_14648	NW_025322932.1	50551	51402	+	852	6	1	3	13	62
lncRNA_14649	NW_025322932.1	51629	52054	+	426	2	0	17	1	2
lncRNA_14650	NW_025322933.1	27819	29965	+	2147	18	6	8	53	5
lncRNA_14651	NW_025322933.1	28551	29965	+	1415	0	0	0	0	0
lncRNA_14652	NW_025322933.1	3643	4105	+	463	20	53	37	72	180
lncRNA_14653	NW_025322933.1	30198	30729	+	532	0	0	0	17	6
lncRNA_14654	NW_025322933.1	32414	34355	+	1942	38	6	50	5	129
lncRNA_14655	NW_025322934.1	30896	31581	+	686	0	0	0	0	0
lncRNA_14656	NW_025322934.1	30966	31581	+	616	0	0	0	0	0
lncRNA_14657	NW_025322935.1	39762	40699	+	938	33	0	27	0	181
lncRNA_14658	NW_025322936.1	20976	22189	+	1214	0	0	0	0	0
lncRNA_14659	NW_025322936.1	9209	12276	+	3068	2	0	9	0	17
lncRNA_14660	NW_025322936.1	10054	11848	+	1795	0	0	0	0	0
lncRNA_14661	NW_025322936.1	10081	12276	+	2196	0	0	0	0	0
lncRNA_14662	NW_025322936.1	10985	11270	+	286	0	0	0	0	0
lncRNA_14663	NW_025322936.1	12780	13005	+	226	0	0	0	0	0
lncRNA_14664	NW_025322936.1	20561	22798	+	2238	29	14	29	34	144
lncRNA_14665	NW_025322936.1	21413	22798	+	1386	0	0	0	0	0
lncRNA_14666	NW_025322937.1	8341	8609	+	269	0	0	0	0	23
lncRNA_14667	NW_025322938.1	27764	28103	+	340	4	0	34	0	81
lncRNA_14668	NW_025322939.1	9723	14568	+	4846	9	116	18	10	30
lncRNA_14669	NW_025322939.1	31742	32830	+	1089	53	63	2	44	113
lncRNA_14670	NW_025322940.1	844	4869	+	4026	37	2	8	3	7
lncRNA_14671	NW_025322941.1	16506	17991	+	1486	0	24	2	12	5
lncRNA_14672	NW_025322941.1	16980	17991	+	1012	0	0	0	0	0
lncRNA_14673	NW_025322941.1	20214	24742	+	4529	22	137	64	27	60
lncRNA_14674	NW_025322942.1	524	1168	+	645	40	0	27	2	154
lncRNA_14675	NW_025322942.1	3154	3623	+	470	5	0	0	0	36
lncRNA_14676	NW_025322942.1	12685	13092	+	408	6	0	15	0	180
lncRNA_14677	NW_025322942.1	19187	19880	+	694	0	0	0	0	68
lncRNA_14678	NW_025322942.1	23356	23948	+	593	4	0	0	0	21
lncRNA_14679	NW_025322942.1	30127	31037	+	911	5	0	17	0	107
lncRNA_14680	NW_025322944.1	2846	3776	+	931	29	0	50	0	104
lncRNA_14681	NW_025322944.1	4621	7587	+	2967	393	13	911	21	638
lncRNA_14682	NW_025322945.1	1103	1450	+	348	128	4	10	3	5
lncRNA_14683	NW_025322945.1	18851	19477	+	627	0	0	1	5	59
lncRNA_14684	NW_025322945.1	20744	21180	+	437	0	0	10	0	2
lncRNA_14685	NW_025322945.1	30514	30739	+	226	0	0	0	0	13
lncRNA_14686	NW_025322945.1	33192	33787	+	596	0	0	19	0	111
lncRNA_14687	NW_025322946.1	21059	21563	+	505	0	7	0	6	6
lncRNA_14688	NW_025322947.1	8272	8591	+	320	14	24	12	12	21
lncRNA_14689	NW_025322947.1	9889	10149	+	261	10	22	7	1	16
lncRNA_14690	NW_025322947.1	16832	17085	+	254	0	0	0	0	18
lncRNA_14691	NW_025322947.1	20808	21164	+	357	18	1	0	4	0
lncRNA_14692	NW_025322947.1	26686	27460	+	775	5	7	3	0	26
lncRNA_14693	NW_025322947.1	28993	29198	+	206	5	5	7	2	20
lncRNA_14694	NW_025322948.1	3986	4474	+	489	59	42	47	63	66
lncRNA_14695	NW_025322948.1	7542	7861	+	320	0	0	4	3	2
lncRNA_14696	NW_025322948.1	22290	23142	+	853	0	0	0	42	0
lncRNA_14697	NW_025322949.1	2435	2977	+	543	24	23	0	19	31
lncRNA_14698	NW_025322949.1	29196	31260	+	2065	0	0	0	0	0
lncRNA_14699	NW_025322949.1	29196	31260	+	2065	0	0	0	0	0
lncRNA_14700	NW_025322949.1	15292	15601	+	310	0	19	0	0	0
lncRNA_14701	NW_025322951.1	4875	7666	+	2792	13	1	42	0	42
lncRNA_14702	NW_025322951.1	14895	15513	+	619	20	8	22	59	401
lncRNA_14703	NW_025322952.1	8079	8291	+	213	0	0	7	0	14
lncRNA_14704	NW_025322953.1	265	555	+	291	14	8	4	25	5
lncRNA_14705	NW_025322953.1	1314	1626	+	313	30	48	28	102	3
lncRNA_14706	NW_025322953.1	2161	2769	+	609	4	0	256	13	13
lncRNA_14707	NW_025322953.1	5010	5588	+	579	44	7	18	2	54
lncRNA_14708	NW_025322953.1	9278	9676	+	399	0	0	0	0	52
lncRNA_14709	NW_025322953.1	18439	18750	+	312	3	72	0	7	0
lncRNA_14710	NW_025322953.1	29334	31196	+	1863	0	128	0	0	109
lncRNA_14711	NW_025322955.1	13298	14465	+	1168	9	0	7	0	16
lncRNA_14712	NW_025322955.1	16720	17855	+	1136	0	0	1	4	4
lncRNA_14713	NW_025322957.1	2840	3091	+	252	22	29	0	15	23
lncRNA_14714	NW_025322957.1	6393	6872	+	480	7	1	22	1	18
lncRNA_14715	NW_025322958.1	24984	25280	+	297	16	0	0	2	3
lncRNA_14716	NW_025322959.1	581	882	+	302	22	0	16	0	31
lncRNA_14717	NW_025322959.1	11949	12241	+	293	7	0	18	8	69
lncRNA_14718	NW_025322959.1	12628	12973	+	346	12	0	14	9	21
lncRNA_14719	NW_025322959.1	24353	25566	+	1214	193	20	4	33	30
lncRNA_14720	NW_025322959.1	29766	30068	+	303	13	0	21	4	71
lncRNA_14721	NW_025322961.1	1466	6083	+	4618	0	0	0	0	7
lncRNA_14722	NW_025322961.1	2010	6810	+	4801	0	0	0	0	0
lncRNA_14723	NW_025322961.1	2010	6810	+	4801	0	0	0	0	0
lncRNA_14724	NW_025322961.1	19747	20038	+	292	9	0	14	0	10
lncRNA_14725	NW_025322964.1	3214	3458	+	245	14	6	0	0	1
lncRNA_14726	NW_025322965.1	18441	19573	+	1133	0	2	0	9	115
lncRNA_14727	NW_025322965.1	20722	21112	+	391	0	0	0	0	22
lncRNA_14728	NW_025322965.1	22692	22895	+	204	0	0	0	0	5
lncRNA_14729	NW_025322967.1	9733	10149	+	417	0	25	18	10	5
lncRNA_14730	NW_025322967.1	18797	19008	+	212	0	0	0	17	1
lncRNA_14731	NW_025322968.1	3859	5775	+	1917	35	0	19	32	69
lncRNA_14732	NW_025322968.1	16440	16811	+	372	21	0	0	0	4
lncRNA_14733	NW_025322968.1	280	897	+	618	42	1	19	27	46
lncRNA_14734	NW_025322968.1	2262	2649	+	388	19	8	11	7	60
lncRNA_14735	NW_025322968.1	18155	18435	+	281	0	0	2	0	20
lncRNA_14736	NW_025322968.1	19783	20156	+	374	6	0	22	0	7
lncRNA_14737	NW_025322968.1	21608	21893	+	286	6	0	1	0	14
lncRNA_14738	NW_025322969.1	13376	13648	+	273	0	34	0	1	2
lncRNA_14739	NW_025322969.1	16048	16341	+	294	0	0	0	0	20
lncRNA_14740	NW_025322969.1	17686	17934	+	249	4	0	0	0	17
lncRNA_14741	NW_025322969.1	23086	24495	+	1410	46	32	85	54	30
lncRNA_14742	NW_025322970.1	4169	4402	+	234	0	0	0	0	26
lncRNA_14743	NW_025322971.1	5120	5359	+	240	7	0	0	2	0
lncRNA_14744	NW_025322973.1	22914	23140	+	227	0	0	0	0	12
lncRNA_14745	NW_025322976.1	870	1765	+	896	0	34	0	14	4
lncRNA_14746	NW_025322976.1	11490	13577	+	2088	6	43	52	118	32
lncRNA_14747	NW_025322976.1	1995	2301	+	307	0	0	10	0	1
lncRNA_14748	NW_025322976.1	13979	14236	+	258	0	26	17	0	3
lncRNA_14749	NW_025322978.1	1632	2826	+	1195	0	61	53	7	0
lncRNA_14750	NW_025322978.1	4181	4812	+	632	20	0	0	0	112
lncRNA_14751	NW_025322978.1	8495	8768	+	274	1	0	0	0	45
lncRNA_14752	NW_025322978.1	17375	17583	+	209	13	0	2	0	0
lncRNA_14753	NW_025322978.1	19614	19850	+	237	11	16	17	4	1
lncRNA_14754	NW_025322978.1	22060	22299	+	240	2	0	18	4	5
lncRNA_14755	NW_025322978.1	22571	22828	+	258	108	122	119	132	107
lncRNA_14756	NW_025322978.1	23244	23875	+	632	6	0	0	0	37
lncRNA_14757	NW_025322979.1	3602	4261	+	660	4	0	8	1	11
lncRNA_14758	NW_025322982.1	1824	2090	+	267	0	0	11	0	0
lncRNA_14759	NW_025322982.1	2456	2696	+	241	0	4	9	1	12
lncRNA_14760	NW_025322982.1	4586	4857	+	272	0	7	4	2	4
lncRNA_14761	NW_025322982.1	21914	22516	+	603	15	11	2	63	34
lncRNA_14762	NW_025322983.1	21784	22430	+	647	1	0	443	337	0
lncRNA_14763	NW_025322984.1	1116	1379	+	264	9	0	0	15	2
lncRNA_14764	NW_025322984.1	1939	3490	+	1552	397	134	27	357	34
lncRNA_14765	NW_025322987.1	5310	5908	+	599	0	18	3	3	12
lncRNA_14766	NW_025322989.1	7519	7722	+	204	2	0	0	0	15
lncRNA_14767	NW_025322993.1	2927	3311	+	385	0	0	0	0	0
lncRNA_14768	NW_025322993.1	2927	3311	+	385	0	0	0	0	0
lncRNA_14769	NW_025322993.1	2932	3311	+	380	0	0	0	0	0
lncRNA_14770	NW_025322993.1	12601	13286	+	686	51	124	1	139	5
lncRNA_14771	NW_025322994.1	14535	14903	+	369	4	0	13	0	15
lncRNA_14772	NW_025322994.1	16084	16358	+	275	0	7	0	0	0
lncRNA_14773	NW_025322994.1	17249	17528	+	280	5	0	0	0	56
lncRNA_14774	NW_025322995.1	2024	2260	+	237	4	2	11	2	12
lncRNA_14775	NW_025322995.1	2561	2963	+	403	0	0	0	0	27
lncRNA_14776	NW_025322996.1	1791	2185	+	395	11	23	6	4	15
lncRNA_14777	NW_025322996.1	4640	4997	+	358	4	2	24	0	12
lncRNA_14778	NW_025322997.1	4059	4812	+	754	17	3	34	0	85
lncRNA_14779	NW_025322997.1	9410	10014	+	605	6	0	0	0	22
lncRNA_14780	NW_025322998.1	5538	5934	+	397	2	0	3	0	7
lncRNA_14781	NW_025322998.1	6543	7202	+	660	65	7	25	2	9
lncRNA_14782	NW_025322998.1	7556	7781	+	226	27	6	8	0	16
lncRNA_14783	NW_025322998.1	14753	15503	+	751	28	0	0	102	9
lncRNA_14784	NW_025322998.1	16774	17093	+	320	0	0	19	0	0
lncRNA_14785	NW_025323000.1	3267	3933	+	667	14	0	2	3	26
lncRNA_14786	NW_025323001.1	4010	4465	+	456	0	6	4	0	73
lncRNA_14787	NW_025323002.1	10501	14257	+	3757	18	11	30	4	9
lncRNA_14788	NW_025323002.1	14490	14698	+	209	24	0	2	0	1
lncRNA_14789	NW_025323003.1	14620	15910	+	1291	9	0	21	1	0
lncRNA_14790	NW_025323003.1	9365	9894	+	530	2	0	13	0	47
