Coords	Name	MIRNA	sRNA-POC-47-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-48-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-50-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-53-S1-TP2-fastp-adapters-polyG-31bp-merged	sRNA-POC-57-S1-TP2-fastp-adapters-polyG-31bp-merged
Pocillopora_meandrina_HIv1___Sc0000038:1296788-1297325	Cluster_6539	N	194	14	56	113	11
Pocillopora_meandrina_HIv1___Sc0000038:1353302-1353719	Cluster_6540	N	125	98	73	64	43
Pocillopora_meandrina_HIv1___Sc0000038:1390108-1390737	Cluster_6541	N	5758	1193	3378	1109	893
Pocillopora_meandrina_HIv1___Sc0000038:1553779-1554205	Cluster_6542	N	63	3	62	9	35
Pocillopora_meandrina_HIv1___Sc0000038:1718391-1718867	Cluster_6543	N	18	82	56	135	279
Pocillopora_meandrina_HIv1___Sc0000038:1719658-1720066	Cluster_6544	N	15	29	20	62	121
Pocillopora_meandrina_HIv1___Sc0000038:1720833-1721301	Cluster_6545	N	11	49	26	102	178
Pocillopora_meandrina_HIv1___Sc0000038:1721507-1721926	Cluster_6546	N	6	33	18	50	101
Pocillopora_meandrina_HIv1___Sc0000038:1722230-1722757	Cluster_6547	N	39	69	36	172	338
Pocillopora_meandrina_HIv1___Sc0000038:1724166-1724826	Cluster_6548	N	32	102	58	148	287
Pocillopora_meandrina_HIv1___Sc0000038:1849730-1850468	Cluster_6549	N	168	8	49	161	13
Pocillopora_meandrina_HIv1___Sc0000038:1851234-1851661	Cluster_6550	N	105	7	47	35	11
Pocillopora_meandrina_HIv1___Sc0000038:1851687-1852685	Cluster_6551	N	385	33	134	132	38
Pocillopora_meandrina_HIv1___Sc0000038:1853208-1853617	Cluster_6552	N	64	37	30	10	3
Pocillopora_meandrina_HIv1___Sc0000038:1913940-1914919	Cluster_6553	N	420	2814	3714	1412	1041
Pocillopora_meandrina_HIv1___Sc0000038:2000336-2000758	Cluster_6554	N	21	74	4	0	1
Pocillopora_meandrina_HIv1___Sc0000038:2024640-2025067	Cluster_6555	N	33	97	4	63	132
Pocillopora_meandrina_HIv1___Sc0000038:2025163-2025948	Cluster_6556	N	34	336	319	360	21
Pocillopora_meandrina_HIv1___Sc0000038:2048099-2048527	Cluster_6557	N	81	0	29	0	0
Pocillopora_meandrina_HIv1___Sc0000038:2053173-2053797	Cluster_6558	N	37	98	4	70	112
Pocillopora_meandrina_HIv1___Sc0000038:2054249-2054677	Cluster_6559	N	39	29	58	0	16
Pocillopora_meandrina_HIv1___Sc0000038:2128900-2129794	Cluster_6560	N	37	102	11	107	164
Pocillopora_meandrina_HIv1___Sc0000038:2129978-2130405	Cluster_6561	N	39	35	62	0	12
Pocillopora_meandrina_HIv1___Sc0000038:2153366-2153794	Cluster_6562	N	79	1	30	0	1
Pocillopora_meandrina_HIv1___Sc0000038:2158209-2158833	Cluster_6563	N	41	112	4	75	130
Pocillopora_meandrina_HIv1___Sc0000038:2159285-2159713	Cluster_6564	N	31	47	45	0	20
Pocillopora_meandrina_HIv1___Sc0000038:2184108-2184535	Cluster_6565	N	9	49	2	174	36
Pocillopora_meandrina_HIv1___Sc0000038:2184776-2186379	Cluster_6566	N	1314	192	13	982	160
Pocillopora_meandrina_HIv1___Sc0000038:2277716-2278610	Cluster_6567	N	411	30	412	517	344
Pocillopora_meandrina_HIv1___Sc0000038:2303627-2304055	Cluster_6568	N	83	0	23	0	0
Pocillopora_meandrina_HIv1___Sc0000038:2308701-2309325	Cluster_6569	N	37	110	1	67	142
Pocillopora_meandrina_HIv1___Sc0000038:2309778-2310205	Cluster_6570	N	38	30	55	0	30
Pocillopora_meandrina_HIv1___Sc0000038:2329849-2330260	Cluster_6571	N	20	4	28	50	20
Pocillopora_meandrina_HIv1___Sc0000038:2330327-2332875	Cluster_6572	N	2044	651	1562	1640	897
Pocillopora_meandrina_HIv1___Sc0000038:2335417-2337240	Cluster_6573	N	11922	3461	7098	8942	1892
Pocillopora_meandrina_HIv1___Sc0000038:2344734-2345161	Cluster_6574	N	156	2	15	5	11
Pocillopora_meandrina_HIv1___Sc0000038:2352207-2352634	Cluster_6575	N	2	4	114	2	0
Pocillopora_meandrina_HIv1___Sc0000038:2549411-2549853	Cluster_6576	N	101	171	401	159	3
Pocillopora_meandrina_HIv1___Sc0000038:2558329-2558754	Cluster_6577	N	0	96	12	7	4
Pocillopora_meandrina_HIv1___Sc0000038:2694494-2695197	Cluster_6578	N	100	58	60	35	16
Pocillopora_meandrina_HIv1___Sc0000038:2696424-2696854	Cluster_6579	N	101	33	26	94	12
Pocillopora_meandrina_HIv1___Sc0000039:44068-44495	Cluster_6580	N	24	7	29	15	14
Pocillopora_meandrina_HIv1___Sc0000039:58776-59316	Cluster_6581	N	721	916	1086	196	778
Pocillopora_meandrina_HIv1___Sc0000039:85340-85766	Cluster_6582	N	37	19	18	16	7
Pocillopora_meandrina_HIv1___Sc0000039:324852-325278	Cluster_6583	N	65	26	0	28	48
Pocillopora_meandrina_HIv1___Sc0000039:326234-326787	Cluster_6584	N	38	4	108	65	93
Pocillopora_meandrina_HIv1___Sc0000039:478396-478855	Cluster_6585	N	288	244	262	461	70
Pocillopora_meandrina_HIv1___Sc0000039:478922-479395	Cluster_6586	N	241	14	151	105	69
Pocillopora_meandrina_HIv1___Sc0000039:561562-562243	Cluster_6587	N	312	49	88	154	24
Pocillopora_meandrina_HIv1___Sc0000039:562253-563756	Cluster_6588	N	27484	9560	17668	31757	609
Pocillopora_meandrina_HIv1___Sc0000039:564482-564985	Cluster_6589	N	91	21	74	308	25
Pocillopora_meandrina_HIv1___Sc0000039:565000-565536	Cluster_6590	N	287	33	66	82	8
Pocillopora_meandrina_HIv1___Sc0000039:565544-565971	Cluster_6591	N	152	39	67	105	8
Pocillopora_meandrina_HIv1___Sc0000039:565978-567972	Cluster_6592	N	2871	592	1682	1928	680
Pocillopora_meandrina_HIv1___Sc0000039:1069808-1071863	Cluster_6593	N	3082	1148	738	13	650
Pocillopora_meandrina_HIv1___Sc0000039:1079123-1079540	Cluster_6594	N	17	39	28	40	0
Pocillopora_meandrina_HIv1___Sc0000039:1084366-1084788	Cluster_6595	N	49	0	41	19	22
Pocillopora_meandrina_HIv1___Sc0000039:1115633-1116054	Cluster_6596	N	57	41	46	16	45
Pocillopora_meandrina_HIv1___Sc0000039:1431207-1431924	Cluster_6597	N	393	670	340	456	808
Pocillopora_meandrina_HIv1___Sc0000039:1582816-1583244	Cluster_6598	N	0	0	94	0	1
Pocillopora_meandrina_HIv1___Sc0000039:1662139-1662566	Cluster_6599	N	26	4	15	55	7
Pocillopora_meandrina_HIv1___Sc0000039:1812903-1813330	Cluster_6600	N	2	0	0	219	0
Pocillopora_meandrina_HIv1___Sc0000039:2015662-2016196	Cluster_6601	N	109	130	80	145	224
Pocillopora_meandrina_HIv1___Sc0000039:2019639-2020189	Cluster_6602	N	348	549	233	565	1979
Pocillopora_meandrina_HIv1___Sc0000039:2075617-2076041	Cluster_6603	N	16	43	24	61	119
Pocillopora_meandrina_HIv1___Sc0000039:2076937-2077481	Cluster_6604	N	353	501	422	1046	1801
Pocillopora_meandrina_HIv1___Sc0000039:2187027-2187479	Cluster_6605	N	108	98	98	100	37
Pocillopora_meandrina_HIv1___Sc0000039:2282094-2282550	Cluster_6606	N	555	470	1191	482	4
Pocillopora_meandrina_HIv1___Sc0000039:2285405-2285833	Cluster_6607	N	6	22	16	61	6
Pocillopora_meandrina_HIv1___Sc0000039:2337808-2338367	Cluster_6608	N	70	53	391	72	42
Pocillopora_meandrina_HIv1___Sc0000039:2383393-2383821	Cluster_6609	N	0	2	1313	287	2
Pocillopora_meandrina_HIv1___Sc0000039:2398032-2398673	Cluster_6610	N	368	390	79	31	293
Pocillopora_meandrina_HIv1___Sc0000039:2419810-2420247	Cluster_6611	N	485	69	1079	114	223
Pocillopora_meandrina_HIv1___Sc0000039:2434444-2434872	Cluster_6612	N	2	0	102	1	170
Pocillopora_meandrina_HIv1___Sc0000039:2437887-2438315	Cluster_6613	N	9	18	20	73	6
Pocillopora_meandrina_HIv1___Sc0000039:2460547-2460963	Cluster_6614	N	41	60	5	3	1
Pocillopora_meandrina_HIv1___Sc0000039:2462944-2463371	Cluster_6615	N	9	12	88	35	20
Pocillopora_meandrina_HIv1___Sc0000039:2491389-2491817	Cluster_6616	N	43	228	139	33	1
Pocillopora_meandrina_HIv1___Sc0000039:2492123-2492547	Cluster_6617	N	32	35	60	16	3
Pocillopora_meandrina_HIv1___Sc0000039:2494721-2495151	Cluster_6618	N	56	254	301	29	88
Pocillopora_meandrina_HIv1___Sc0000040:241239-241665	Cluster_6619	N	1	40	2	4	120
Pocillopora_meandrina_HIv1___Sc0000040:294499-295072	Cluster_6620	N	64	374	935	1347	690
Pocillopora_meandrina_HIv1___Sc0000040:302281-302701	Cluster_6621	N	7	62	22	1	0
Pocillopora_meandrina_HIv1___Sc0000040:320124-320708	Cluster_6622	N	871	179	442	0	0
Pocillopora_meandrina_HIv1___Sc0000040:321042-321471	Cluster_6623	N	25	3	207	0	63
Pocillopora_meandrina_HIv1___Sc0000040:520422-520849	Cluster_6624	N	0	0	86	0	0
Pocillopora_meandrina_HIv1___Sc0000040:563526-564122	Cluster_6625	N	1291	501	1474	1231	1192
Pocillopora_meandrina_HIv1___Sc0000040:732452-732880	Cluster_6626	N	52	0	1	30	0
Pocillopora_meandrina_HIv1___Sc0000040:786458-786886	Cluster_6627	N	45	115	85	0	164
Pocillopora_meandrina_HIv1___Sc0000040:909113-909543	Cluster_6628	N	0	0	0	834	0
Pocillopora_meandrina_HIv1___Sc0000040:936689-937118	Cluster_6629	N	71	12	16	89	26
Pocillopora_meandrina_HIv1___Sc0000040:956194-956783	Cluster_6630	N	37	44	63	43	68
Pocillopora_meandrina_HIv1___Sc0000040:957810-958239	Cluster_6631	N	5	19	2	156	0
Pocillopora_meandrina_HIv1___Sc0000040:1037091-1037596	Cluster_6632	N	421	3	181	0	138
Pocillopora_meandrina_HIv1___Sc0000040:1102506-1102935	Cluster_6633	N	107	25	15	90	33
Pocillopora_meandrina_HIv1___Sc0000040:1137367-1138124	Cluster_6634	N	1	3	256	16	1
Pocillopora_meandrina_HIv1___Sc0000040:1139158-1139587	Cluster_6635	N	7	1	243	19	2
Pocillopora_meandrina_HIv1___Sc0000040:1156822-1157770	Cluster_6636	N	4	234	110	107	4
Pocillopora_meandrina_HIv1___Sc0000040:1158929-1159356	Cluster_6637	N	0	37	1	120	0
Pocillopora_meandrina_HIv1___Sc0000040:1159389-1159954	Cluster_6638	N	0	209	0	976	1
Pocillopora_meandrina_HIv1___Sc0000040:1189637-1190377	Cluster_6639	N	104	27	375	21	1
Pocillopora_meandrina_HIv1___Sc0000040:1191425-1191854	Cluster_6640	N	3	1	233	14	2
Pocillopora_meandrina_HIv1___Sc0000040:1210222-1211396	Cluster_6641	N	192	90	152	409	47
Pocillopora_meandrina_HIv1___Sc0000040:1211609-1212113	Cluster_6642	N	115	12	86	306	15
Pocillopora_meandrina_HIv1___Sc0000040:1212129-1212555	Cluster_6643	N	44	24	56	75	15
Pocillopora_meandrina_HIv1___Sc0000040:1212565-1213100	Cluster_6644	N	182	55	98	126	23
Pocillopora_meandrina_HIv1___Sc0000040:1213107-1215104	Cluster_6645	N	1040	525	1203	1075	487
Pocillopora_meandrina_HIv1___Sc0000040:1221387-1221814	Cluster_6646	N	1	0	250	24	0
Pocillopora_meandrina_HIv1___Sc0000040:1222588-1223017	Cluster_6647	N	13	13	764	11	17
Pocillopora_meandrina_HIv1___Sc0000040:1223568-1223997	Cluster_6648	N	6	1	259	5	1
Pocillopora_meandrina_HIv1___Sc0000040:1315909-1316345	Cluster_6649	N	78	24	56	75	15
Pocillopora_meandrina_HIv1___Sc0000040:1339765-1341067	Cluster_6650	N	3212	323	2712	3293	585
Pocillopora_meandrina_HIv1___Sc0000040:1459335-1460463	Cluster_6651	N	1672	494	1406	971	125
Pocillopora_meandrina_HIv1___Sc0000040:1491678-1492232	Cluster_6652	N	3	427	20	0	24
Pocillopora_meandrina_HIv1___Sc0000040:1738924-1739371	Cluster_6653	N	7	0	2	3652	501
Pocillopora_meandrina_HIv1___Sc0000040:1782051-1782472	Cluster_6654	N	150	1	0	1	4
Pocillopora_meandrina_HIv1___Sc0000040:1866697-1867124	Cluster_6655	N	56	62	26	8	8
Pocillopora_meandrina_HIv1___Sc0000040:1873852-1874282	Cluster_6656	N	44	12	15	40	123
Pocillopora_meandrina_HIv1___Sc0000040:1895511-1896019	Cluster_6657	N	118	97	0	14	2
Pocillopora_meandrina_HIv1___Sc0000040:1928526-1928955	Cluster_6658	N	51	120	5	29	45
Pocillopora_meandrina_HIv1___Sc0000040:1934651-1935065	Cluster_6659	N	42	56	23	63	0
Pocillopora_meandrina_HIv1___Sc0000040:1966896-1968380	Cluster_6660	N	146	511	21	1577	688
Pocillopora_meandrina_HIv1___Sc0000040:1968942-1969362	Cluster_6661	N	32	34	61	27	8
Pocillopora_meandrina_HIv1___Sc0000040:1969489-1970721	Cluster_6662	N	533	529	743	974	329
Pocillopora_meandrina_HIv1___Sc0000040:2227580-2228008	Cluster_6663	N	404	15	346	244	42
Pocillopora_meandrina_HIv1___Sc0000040:2234514-2234936	Cluster_6664	N	76	51	25	58	28
Pocillopora_meandrina_HIv1___Sc0000040:2282624-2283051	Cluster_6665	N	0	0	252	0	0
Pocillopora_meandrina_HIv1___Sc0000040:2323975-2324437	Cluster_6666	N	3	2	2	708	0
Pocillopora_meandrina_HIv1___Sc0000040:2425460-2426225	Cluster_6667	N	230	3151	34	147	137
Pocillopora_meandrina_HIv1___Sc0000041:179304-180091	Cluster_6668	N	2	90	178	187	93
Pocillopora_meandrina_HIv1___Sc0000041:251235-251700	Cluster_6669	N	34	180	97	24	2
Pocillopora_meandrina_HIv1___Sc0000041:396145-396575	Cluster_6670	N	136	328	701	1261	369
Pocillopora_meandrina_HIv1___Sc0000041:433194-433603	Cluster_6671	N	1	0	0	96	0
Pocillopora_meandrina_HIv1___Sc0000041:725433-725860	Cluster_6672	N	0	0	0	74	0
Pocillopora_meandrina_HIv1___Sc0000041:1104897-1105322	Cluster_6673	N	2	7	78	141	2
Pocillopora_meandrina_HIv1___Sc0000041:1107410-1107837	Cluster_6674	N	0	27	0	128	4
Pocillopora_meandrina_HIv1___Sc0000041:1145307-1145724	Cluster_6675	N	21	31	24	5	26
Pocillopora_meandrina_HIv1___Sc0000041:1287240-1287657	Cluster_6676	N	184	27	38	66	22
Pocillopora_meandrina_HIv1___Sc0000041:1434797-1435210	Cluster_6677	N	8	76	12	34	56
Pocillopora_meandrina_HIv1___Sc0000041:1438370-1439141	Cluster_6678	N	1990	985	1848	1716	318
Pocillopora_meandrina_HIv1___Sc0000041:1439158-1442538	Cluster_6679	N	2091	1826	3103	2196	519
Pocillopora_meandrina_HIv1___Sc0000041:1507467-1507896	Cluster_6680	N	23	1	1	147	1
Pocillopora_meandrina_HIv1___Sc0000041:1508695-1509914	Cluster_6681	N	1156	2025	5068	7821	373
Pocillopora_meandrina_HIv1___Sc0000041:1551017-1551434	Cluster_6682	N	2	13	0	65	15
Pocillopora_meandrina_HIv1___Sc0000041:1579105-1579671	Cluster_6683	N	482	359	600	917	2
Pocillopora_meandrina_HIv1___Sc0000041:1754604-1755022	Cluster_6684	N	7	11	1	47	3
Pocillopora_meandrina_HIv1___Sc0000041:2102529-2103800	Cluster_6685	N	511	154	199	351	83
Pocillopora_meandrina_HIv1___Sc0000041:2104670-2105097	Cluster_6686	N	90	19	35	7	7
Pocillopora_meandrina_HIv1___Sc0000041:2105181-2105607	Cluster_6687	N	151	62	48	32	29
Pocillopora_meandrina_HIv1___Sc0000041:2105761-2106406	Cluster_6688	N	723	203	334	405	60
Pocillopora_meandrina_HIv1___Sc0000041:2106455-2107043	Cluster_6689	N	73	197	415	62	7
Pocillopora_meandrina_HIv1___Sc0000042:113049-114325	Cluster_6690	N	517	154	221	368	81
Pocillopora_meandrina_HIv1___Sc0000042:114555-114991	Cluster_6691	N	515	135	178	424	46
Pocillopora_meandrina_HIv1___Sc0000042:115077-116467	Cluster_6692	N	994	306	225	1414	79
Pocillopora_meandrina_HIv1___Sc0000042:116502-117332	Cluster_6693	N	748	28	73	81	13
Pocillopora_meandrina_HIv1___Sc0000042:249250-249840	Cluster_6694	N	202	467	99	417	732
Pocillopora_meandrina_HIv1___Sc0000042:624742-625606	Cluster_6695	N	327	532	431	19	156
Pocillopora_meandrina_HIv1___Sc0000042:625815-626959	Cluster_6696	N	145	542	541	132	161
Pocillopora_meandrina_HIv1___Sc0000042:627094-627506	Cluster_6697	N	23	20	92	55	42
Pocillopora_meandrina_HIv1___Sc0000042:627868-628442	Cluster_6698	N	183	562	42	22	50
Pocillopora_meandrina_HIv1___Sc0000042:637381-637807	Cluster_6699	N	40	8	1	20	11
Pocillopora_meandrina_HIv1___Sc0000042:1021394-1022283	Cluster_6700	N	428	182	218	139	46
Pocillopora_meandrina_HIv1___Sc0000042:1270194-1270608	Cluster_6701	N	23	38	26	33	61
Pocillopora_meandrina_HIv1___Sc0000042:1278999-1279424	Cluster_6702	N	0	4	96	1	0
Pocillopora_meandrina_HIv1___Sc0000042:1347342-1347770	Cluster_6703	N	56	8	2	41	20
Pocillopora_meandrina_HIv1___Sc0000042:1622587-1623139	Cluster_6704	N	144	60	0	1	46
Pocillopora_meandrina_HIv1___Sc0000042:1623492-1624091	Cluster_6705	N	444	527	1	1	561
Pocillopora_meandrina_HIv1___Sc0000042:1719575-1720002	Cluster_6706	N	0	14	0	107	4
Pocillopora_meandrina_HIv1___Sc0000042:1728030-1728459	Cluster_6707	N	158	96	87	64	27
Pocillopora_meandrina_HIv1___Sc0000042:1781534-1781951	Cluster_6708	N	0	70	17	0	0
Pocillopora_meandrina_HIv1___Sc0000042:1908956-1910728	Cluster_6709	N	2920	1131	2292	2546	597
Pocillopora_meandrina_HIv1___Sc0000042:1910782-1911458	Cluster_6710	N	2140	663	2173	2504	658
Pocillopora_meandrina_HIv1___Sc0000043:45034-45460	Cluster_6711	N	30	73	3	25	46
Pocillopora_meandrina_HIv1___Sc0000043:118478-119696	Cluster_6712	N	4874	777	407	222	20
Pocillopora_meandrina_HIv1___Sc0000043:142705-143357	Cluster_6713	N	228	170	297	351	594
Pocillopora_meandrina_HIv1___Sc0000043:208491-208980	Cluster_6714	N	129	223	213	260	309
Pocillopora_meandrina_HIv1___Sc0000043:219904-220394	Cluster_6715	N	114	133	97	127	179
Pocillopora_meandrina_HIv1___Sc0000043:383154-383582	Cluster_6716	N	36	77	34	59	141
Pocillopora_meandrina_HIv1___Sc0000043:439737-440714	Cluster_6717	N	1330	520	958	539	280
Pocillopora_meandrina_HIv1___Sc0000043:555393-555820	Cluster_6718	N	0	1	85	0	0
Pocillopora_meandrina_HIv1___Sc0000043:617191-617605	Cluster_6719	N	7	0	4	75	25
Pocillopora_meandrina_HIv1___Sc0000043:657103-657521	Cluster_6720	N	0	0	0	1	487
Pocillopora_meandrina_HIv1___Sc0000043:664135-664558	Cluster_6721	N	85	34	102	20	3
Pocillopora_meandrina_HIv1___Sc0000043:682728-683210	Cluster_6722	N	21	28	26	36	127
Pocillopora_meandrina_HIv1___Sc0000043:870037-870714	Cluster_6723	N	2218	712	2123	2481	641
Pocillopora_meandrina_HIv1___Sc0000043:870768-871322	Cluster_6724	N	676	334	712	800	155
Pocillopora_meandrina_HIv1___Sc0000043:933766-934194	Cluster_6725	N	0	14	3	177	0
Pocillopora_meandrina_HIv1___Sc0000043:1057389-1057816	Cluster_6726	N	26	16	122	0	0
Pocillopora_meandrina_HIv1___Sc0000043:1058179-1058642	Cluster_6727	N	353	294	21	10	35
Pocillopora_meandrina_HIv1___Sc0000043:1070665-1071201	Cluster_6728	N	568	1473	654	1455	1104
Pocillopora_meandrina_HIv1___Sc0000043:1193305-1193726	Cluster_6729	N	13	43	13	28	99
Pocillopora_meandrina_HIv1___Sc0000043:1196585-1197090	Cluster_6730	N	15	102	54	83	444
Pocillopora_meandrina_HIv1___Sc0000043:1197261-1197923	Cluster_6731	N	28	103	55	73	265
Pocillopora_meandrina_HIv1___Sc0000043:1198022-1198576	Cluster_6732	N	14	55	32	33	142
Pocillopora_meandrina_HIv1___Sc0000043:1198788-1199302	Cluster_6733	N	21	85	33	100	325
Pocillopora_meandrina_HIv1___Sc0000043:1199682-1200151	Cluster_6734	N	29	86	40	54	196
Pocillopora_meandrina_HIv1___Sc0000043:1200357-1200876	Cluster_6735	N	33	172	133	187	595
Pocillopora_meandrina_HIv1___Sc0000043:1201226-1201716	Cluster_6736	N	14	86	39	77	248
Pocillopora_meandrina_HIv1___Sc0000043:1201775-1202262	Cluster_6737	N	17	115	44	113	216
Pocillopora_meandrina_HIv1___Sc0000043:1202372-1202797	Cluster_6738	N	7	46	24	46	135
Pocillopora_meandrina_HIv1___Sc0000043:1202918-1203421	Cluster_6739	N	11	133	57	105	369
Pocillopora_meandrina_HIv1___Sc0000043:1204969-1205448	Cluster_6740	N	16	94	36	41	181
Pocillopora_meandrina_HIv1___Sc0000043:1205695-1206724	Cluster_6741	N	37	202	65	98	412
Pocillopora_meandrina_HIv1___Sc0000043:1207095-1207525	Cluster_6742	N	14	46	25	29	95
Pocillopora_meandrina_HIv1___Sc0000043:1207805-1208251	Cluster_6743	N	13	67	24	35	160
Pocillopora_meandrina_HIv1___Sc0000043:1208427-1209617	Cluster_6744	N	54	249	120	166	556
Pocillopora_meandrina_HIv1___Sc0000043:1210088-1210640	Cluster_6745	N	25	139	61	88	367
Pocillopora_meandrina_HIv1___Sc0000043:1210927-1211411	Cluster_6746	N	17	71	46	77	180
Pocillopora_meandrina_HIv1___Sc0000043:1211639-1212558	Cluster_6747	N	32	171	84	96	394
Pocillopora_meandrina_HIv1___Sc0000043:1212786-1213213	Cluster_6748	N	9	84	25	47	165
Pocillopora_meandrina_HIv1___Sc0000043:1213344-1213862	Cluster_6749	N	21	105	48	66	216
Pocillopora_meandrina_HIv1___Sc0000043:1213865-1214748	Cluster_6750	N	71	356	149	260	826
Pocillopora_meandrina_HIv1___Sc0000043:1520955-1521381	Cluster_6751	N	87	0	49	16	20
Pocillopora_meandrina_HIv1___Sc0000043:1688244-1690420	Cluster_6752	N	568	82	604	1370	219
Pocillopora_meandrina_HIv1___Sc0000043:1691428-1692467	Cluster_6753	N	995	41	1134	964	420
Pocillopora_meandrina_HIv1___Sc0000043:1692607-1694210	Cluster_6754	N	453	145	472	459	177
Pocillopora_meandrina_HIv1___Sc0000043:1834833-1835477	Cluster_6755	N	84	106	138	147	41
Pocillopora_meandrina_HIv1___Sc0000044:124779-125205	Cluster_6756	N	97	42	96	51	21
Pocillopora_meandrina_HIv1___Sc0000044:364704-365124	Cluster_6757	N	0	0	106	0	0
Pocillopora_meandrina_HIv1___Sc0000044:409810-410234	Cluster_6758	N	15700	6992	7409	7135	2910
Pocillopora_meandrina_HIv1___Sc0000044:420597-421918	Cluster_6759	N	529	59	341	307	224
Pocillopora_meandrina_HIv1___Sc0000044:422138-422803	Cluster_6760	N	97	163	84	202	69
Pocillopora_meandrina_HIv1___Sc0000044:422944-423594	Cluster_6761	N	134	24	45	172	220
Pocillopora_meandrina_HIv1___Sc0000044:557949-558378	Cluster_6762	N	51	28	5	16	9
Pocillopora_meandrina_HIv1___Sc0000044:569299-570194	Cluster_6763	N	286	169	599	103	127
Pocillopora_meandrina_HIv1___Sc0000044:587677-588131	Cluster_6764	N	1658	2095	221	1393	802
Pocillopora_meandrina_HIv1___Sc0000044:883695-884124	Cluster_6765	N	74	165	37	6	14
Pocillopora_meandrina_HIv1___Sc0000044:930296-930705	Cluster_6766	N	66	4	7	25	7
Pocillopora_meandrina_HIv1___Sc0000044:1020355-1020763	Cluster_6767	N	17	40	14	108	68
Pocillopora_meandrina_HIv1___Sc0000044:1087018-1087438	Cluster_6768	N	71	41	53	55	37
Pocillopora_meandrina_HIv1___Sc0000044:1108933-1109360	Cluster_6769	N	37	7	128	15	12
Pocillopora_meandrina_HIv1___Sc0000044:1109942-1110423	Cluster_6770	N	1420	951	3906	3808	883
Pocillopora_meandrina_HIv1___Sc0000044:1155525-1155945	Cluster_6771	N	240	237	453	26	0
Pocillopora_meandrina_HIv1___Sc0000044:1192085-1192513	Cluster_6772	N	15	0	70	1	3
Pocillopora_meandrina_HIv1___Sc0000044:1219142-1219560	Cluster_6773	N	5	77	4	1	2
Pocillopora_meandrina_HIv1___Sc0000044:1474411-1474829	Cluster_6774	N	177	41	56	68	9
Pocillopora_meandrina_HIv1___Sc0000044:1500329-1500759	Cluster_6775	N	1	8	0	2	260
Pocillopora_meandrina_HIv1___Sc0000044:1605931-1606361	Cluster_6776	N	45	136	144	5	7
Pocillopora_meandrina_HIv1___Sc0000044:1606377-1606804	Cluster_6777	N	48	107	97	1	1
Pocillopora_meandrina_HIv1___Sc0000044:1609460-1609889	Cluster_6778	N	0	0	0	86	1
Pocillopora_meandrina_HIv1___Sc0000044:1619074-1620250	Cluster_6779	N	78	104	853	661	43
Pocillopora_meandrina_HIv1___Sc0000044:1620354-1621168	Cluster_6780	N	98	73	132	263	11
Pocillopora_meandrina_HIv1___Sc0000044:1621245-1621668	Cluster_6781	N	10	12	58	42	8
Pocillopora_meandrina_HIv1___Sc0000044:1621743-1622169	Cluster_6782	N	7	12	176	99	4
Pocillopora_meandrina_HIv1___Sc0000044:1640462-1640962	Cluster_6783	N	81	7	94	14	5
Pocillopora_meandrina_HIv1___Sc0000045:182705-183615	Cluster_6784	N	85	90	46	47	0
Pocillopora_meandrina_HIv1___Sc0000045:184675-185342	Cluster_6785	N	341	50	108	126	3
Pocillopora_meandrina_HIv1___Sc0000045:234132-234611	Cluster_6786	N	1702	178	5	142	129
Pocillopora_meandrina_HIv1___Sc0000045:284932-285360	Cluster_6787	N	2	0	1	7686	3
Pocillopora_meandrina_HIv1___Sc0000045:294530-294959	Cluster_6788	N	182	75	189	7	16
Pocillopora_meandrina_HIv1___Sc0000045:295037-295522	Cluster_6789	N	22	6	11	229	3
Pocillopora_meandrina_HIv1___Sc0000045:295749-296151	Cluster_6790	N	33	86	49	10	13
Pocillopora_meandrina_HIv1___Sc0000045:296726-297264	Cluster_6791	N	170	2	123	247	2
Pocillopora_meandrina_HIv1___Sc0000045:351507-351935	Cluster_6792	N	1	0	92	9	0
Pocillopora_meandrina_HIv1___Sc0000045:791112-791534	Cluster_6793	N	24	35	25	25	11
Pocillopora_meandrina_HIv1___Sc0000045:792311-792733	Cluster_6794	N	30	51	34	71	67
Pocillopora_meandrina_HIv1___Sc0000045:826503-826931	Cluster_6795	N	0	0	2	96	0
Pocillopora_meandrina_HIv1___Sc0000046:219132-220448	Cluster_6796	N	3787	742	2196	3921	1889
Pocillopora_meandrina_HIv1___Sc0000046:222590-223018	Cluster_6797	N	118	7	76	14	23
Pocillopora_meandrina_HIv1___Sc0000046:223387-223816	Cluster_6798	N	132	19	36	19	22
Pocillopora_meandrina_HIv1___Sc0000046:231177-231605	Cluster_6799	N	122	13	59	29	26
